filename,split,entropy_pseudo,entropy_gt,entropy_diff
kyoto_54.tif,train,1.2775,1.4466,-0.1691
svaneti_9.tif,train,1.1633,1.2935,-0.1301
zanzibar_9.tif,train,0.7091,0.8134,-0.1043
ica_18.tif,train,1.1670,1.1772,-0.0101
ulaanbaatar_41.tif,train,0.9003,1.3742,-0.4740
mazowieckie_40.tif,train,0.2983,0.3523,-0.0540
ica_8.tif,train,0.7308,1.0155,-0.2847
khartoum_57.tif,train,0.6779,0.6221,0.0558
coxsbazar_8.tif,train,0.7266,0.8922,-0.1656
viru_30.tif,train,0.8520,1.0914,-0.2394
swietokrzyskie_8.tif,train,0.5749,0.5935,-0.0186
ica_6.tif,train,1.0527,1.0010,0.0517
tonga_21.tif,train,1.5608,1.4037,0.1571
shanghai_48.tif,train,1.2941,1.3424,-0.0484
baybay_52.tif,train,0.4025,0.4375,-0.0351
soriano_13.tif,train,1.5481,1.4954,0.0527
shanghai_61.tif,train,1.1168,1.3394,-0.2227
dortmund_14.tif,train,1.4298,1.6012,-0.1714
tyrolw_48.tif,train,0.6256,0.5758,0.0497
malopolskie_37.tif,train,0.2802,0.2047,0.0755
mahe_27.tif,train,0.8983,0.8476,0.0507
muenster_34.tif,train,1.6082,1.6618,-0.0536
melbourne_54.tif,train,0.9533,1.0923,-0.1391
koeln_68.tif,train,1.1803,1.3069,-0.1266
zanzibar_7.tif,train,0.5999,0.7075,-0.1076
coxsbazar_58.tif,train,0.7011,0.7722,-0.0711
shanghai_22.tif,train,0.8401,0.5759,0.2642
vienna_1.tif,train,1.2078,1.1661,0.0417
vienna_68.tif,train,1.3158,1.2475,0.0682
ngaoundere_45.tif,train,1.1615,1.1844,-0.0229
dolnoslaskie_20.tif,train,0.7029,0.6561,0.0468
pisco_16.tif,train,0.5554,0.4861,0.0693
daressalaam_90.tif,train,1.2678,1.3091,-0.0413
monrovia_32.tif,train,1.3714,1.5118,-0.1404
slaskie_3.tif,train,0.9013,1.0456,-0.1443
coxsbazar_29.tif,train,0.1228,0.3763,-0.2535
christchurch_69.tif,train,1.3689,1.4639,-0.0951
kyoto_3.tif,train,1.1842,1.3505,-0.1663
tonga_66.tif,train,1.3392,1.3923,-0.0531
slaskie_29.tif,train,0.6609,0.9409,-0.2801
lima_13.tif,train,0.0484,0.1184,-0.0700
vienna_43.tif,train,1.2781,1.3211,-0.0430
rotterdam_30.tif,train,1.2956,1.3022,-0.0066
viru_1.tif,train,1.0798,1.1083,-0.0285
vegas_22.tif,train,1.2023,1.3631,-0.1608
lohur_19.tif,train,0.5791,0.7768,-0.1977
kujawsko-pomorskie_4.tif,train,1.3682,1.4387,-0.0705
melbourne_10.tif,train,0.9713,0.8339,0.1374
kyoto_34.tif,train,1.2895,1.3064,-0.0169
dhaka_11.tif,train,1.0230,1.0564,-0.0334
shanghai_27.tif,train,0.6370,0.2217,0.4153
austin_35.tif,train,1.3756,1.4175,-0.0419
pisco_44.tif,train,0.8488,0.9361,-0.0873
dhaka_52.tif,train,1.2324,1.3011,-0.0688
lima_23.tif,train,0.3995,0.1816,0.2179
dhaka_4.tif,train,1.1862,1.2018,-0.0156
tyrolw_66.tif,train,0.8401,0.9374,-0.0973
ulaanbaatar_39.tif,train,0.7708,1.3904,-0.6196
zanzibar_53.tif,train,0.9985,0.8553,0.1432
ngaoundere_41.tif,train,1.0198,0.9211,0.0987
kujawsko-pomorskie_5.tif,train,1.7936,1.5865,0.2072
rosario_12.tif,train,0.4855,0.4452,0.0403
tokyo_6.tif,train,1.3882,1.4787,-0.0905
bielefeld_47.tif,train,1.1203,1.1688,-0.0485
swietokrzyskie_2.tif,train,0.5611,0.5268,0.0343
shanghai_54.tif,train,1.3921,1.6574,-0.2653
kyoto_11.tif,train,1.4177,1.6093,-0.1916
bielefeld_8.tif,train,1.3322,1.2209,0.1112
khartoum_7.tif,train,0.7929,0.4630,0.3299
tokyo_69.tif,train,1.4789,1.7506,-0.2717
daressalaam_96.tif,train,1.0804,1.1555,-0.0751
ngaoundere_27.tif,train,1.3639,1.4808,-0.1169
chiclayo_39.tif,train,0.5806,0.5271,0.0535
accra_9.tif,train,1.0643,1.2702,-0.2059
mahe_25.tif,train,0.9186,0.8388,0.0799
rio_50.tif,train,1.3412,1.3172,0.0240
ica_43.tif,train,1.1614,1.2338,-0.0723
shanghai_10.tif,train,1.4865,1.5705,-0.0840
rio_66.tif,train,0.7541,0.5598,0.1944
vegas_25.tif,train,0.7272,0.8347,-0.1075
khartoum_35.tif,train,0.8494,0.9124,-0.0629
lambayeque_39.tif,train,0.5291,0.7153,-0.1862
paris_8.tif,train,1.0895,0.9535,0.1360
malopolskie_31.tif,train,0.2709,0.2628,0.0080
ngaoundere_30.tif,train,0.8619,0.8324,0.0295
chiclayo_24.tif,train,0.7940,0.7575,0.0365
accra_3.tif,train,1.4342,1.5750,-0.1409
tonga_15.tif,train,1.1023,1.2150,-0.1127
dolnoslaskie_25.tif,train,0.9549,1.0006,-0.0458
baybay_29.tif,train,0.9989,1.2297,-0.2308
ica_48.tif,train,1.0936,1.2201,-0.1266
accra_35.tif,train,0.6123,0.7128,-0.1005
santiago_33.tif,train,1.1119,1.1946,-0.0827
lambayeque_25.tif,train,0.8991,0.7918,0.1073
pisco_23.tif,train,0.8889,0.6739,0.2150
christchurch_15.tif,train,0.3579,0.3640,-0.0062
vienna_27.tif,train,0.6127,0.6371,-0.0245
chisinau_36.tif,train,1.1467,1.1798,-0.0331
svaneti_52.tif,train,0.6420,0.6488,-0.0068
podkarpackie_2.tif,train,0.4165,0.4794,-0.0629
christchurch_28.tif,train,0.7092,0.7912,-0.0820
khartoum_38.tif,train,0.9687,1.0923,-0.1236
sechura_6.tif,train,0.9232,0.3282,0.5951
mazowieckie_21.tif,train,0.9089,0.8444,0.0645
vegas_45.tif,train,0.6908,0.5805,0.1103
melbourne_56.tif,train,1.0566,1.1358,-0.0791
abancay_9.tif,train,1.1606,1.2425,-0.0820
christchurch_65.tif,train,1.0591,1.0215,0.0375
kyoto_58.tif,train,1.3316,1.3755,-0.0439
malopolskie_17.tif,train,0.7448,0.7116,0.0332
tyrolw_23.tif,train,1.1344,1.2021,-0.0677
aachen_16.tif,train,1.6699,1.7481,-0.0781
chisinau_51.tif,train,1.1415,1.2950,-0.1535
duesseldorf_18.tif,train,1.3209,1.5675,-0.2466
malopolskie_28.tif,train,0.1607,0.3115,-0.1509
melbourne_14.tif,train,1.0314,1.0310,0.0004
paris_25.tif,train,1.4035,1.5743,-0.1708
lodzkie_23.tif,train,0.2621,0.2717,-0.0096
rosario_4.tif,train,1.4273,1.5470,-0.1197
kagera_16.tif,train,1.1376,1.1049,0.0327
koeln_19.tif,train,1.4212,1.4034,0.0178
mazowieckie_20.tif,train,0.3237,0.3212,0.0025
coxsbazar_47.tif,train,0.6218,0.7429,-0.1212
koeln_29.tif,train,1.2239,1.3127,-0.0889
santiago_58.tif,train,1.4700,1.6471,-0.1770
chiclayo_33.tif,train,0.7154,0.6213,0.0941
mahe_2.tif,train,0.9060,0.8360,0.0700
lubuskie_9.tif,train,0.3625,0.5574,-0.1949
muenster_11.tif,train,0.6611,0.6352,0.0259
mazowieckie_37.tif,train,0.6712,0.6284,0.0428
duesseldorf_8.tif,train,0.9993,1.0019,-0.0025
svaneti_62.tif,train,0.4924,0.4755,0.0169
koeln_4.tif,train,0.2623,0.2458,0.0165
khartoum_36.tif,train,1.2396,1.2356,0.0040
koeln_3.tif,train,0.8906,0.9074,-0.0169
daressalaam_7.tif,train,1.4731,1.6518,-0.1787
melbourne_32.tif,train,1.2989,1.4636,-0.1647
sechura_22.tif,train,0.8108,0.8936,-0.0828
paris_49.tif,train,1.3682,1.4179,-0.0497
chincha_33.tif,train,0.6784,0.7678,-0.0894
tonga_25.tif,train,1.0749,1.2162,-0.1413
lambayeque_50.tif,train,0.4859,0.5808,-0.0949
niamey_6.tif,train,1.2917,1.3722,-0.0805
piura_39.tif,train,0.5833,0.6726,-0.0893
soriano_6.tif,train,1.4559,1.4644,-0.0085
coxsbazar_17.tif,train,0.7745,0.9289,-0.1544
santiago_5.tif,train,1.4908,1.6663,-0.1756
ulaanbaatar_14.tif,train,0.9474,1.4058,-0.4585
niamey_3.tif,train,1.2744,1.3509,-0.0765
dhaka_54.tif,train,0.8397,0.6903,0.1494
tonga_28.tif,train,1.2324,1.2226,0.0098
abancay_4.tif,train,1.1942,1.2199,-0.0257
zanzibar_15.tif,train,0.4568,0.7615,-0.3047
melbourne_30.tif,train,0.9413,0.9662,-0.0249
christchurch_20.tif,train,0.6785,0.4373,0.2412
accra_52.tif,train,1.5062,1.5878,-0.0816
coxsbazar_52.tif,train,0.8267,0.9106,-0.0840
accra_5.tif,train,1.3255,1.4770,-0.1515
accra_39.tif,train,1.0375,1.0369,0.0006
kagera_64.tif,train,0.7990,1.0032,-0.2042
abancay_5.tif,train,1.2463,1.2341,0.0123
daressalaam_22.tif,train,1.1742,1.4448,-0.2707
baybay_25.tif,train,0.8532,0.9625,-0.1093
lubuskie_19.tif,train,0.6777,0.6600,0.0177
western_1.tif,train,1.0921,0.8972,0.1948
ngaoundere_34.tif,train,1.0104,0.6959,0.3145
svaneti_27.tif,train,0.3957,0.4901,-0.0944
monrovia_10.tif,train,1.3027,1.2159,0.0868
accra_51.tif,train,0.2278,0.4638,-0.2360
vienna_16.tif,train,1.1082,0.9941,0.1140
piura_10.tif,train,1.2626,1.3166,-0.0540
duesseldorf_41.tif,train,1.2362,1.2839,-0.0477
santiago_36.tif,train,1.4354,1.5470,-0.1117
pomorskie_37.tif,train,0.6269,0.6257,0.0012
monrovia_71.tif,train,1.4244,1.5458,-0.1214
ica_31.tif,train,0.5614,0.3899,0.1715
ulaanbaatar_23.tif,train,0.7379,1.2883,-0.5504
bielefeld_62.tif,train,0.6398,0.6316,0.0082
dhaka_40.tif,train,1.2963,1.4984,-0.2022
zanzibar_145.tif,train,0.8333,0.7199,0.1134
khartoum_34.tif,train,0.8422,0.9263,-0.0841
lambayeque_19.tif,train,1.1630,1.1902,-0.0273
wielkopolskie_34.tif,train,0.8621,0.8438,0.0183
coxsbazar_48.tif,train,0.6536,0.7689,-0.1153
zanzibar_60.tif,train,0.6566,0.7638,-0.1072
monrovia_73.tif,train,1.3007,1.2994,0.0013
slaskie_20.tif,train,0.1917,0.2474,-0.0557
santiago_11.tif,train,1.5718,1.6978,-0.1260
koeln_49.tif,train,0.0543,0.1790,-0.1247
kagera_55.tif,train,1.0017,0.9124,0.0893
swietokrzyskie_24.tif,train,0.3753,0.3492,0.0260
lodzkie_19.tif,train,0.4010,0.3045,0.0966
muenster_25.tif,train,0.5880,0.5007,0.0874
dolnoslaskie_3.tif,train,0.6195,0.4036,0.2159
sechura_50.tif,train,1.1865,1.1949,-0.0084
dortmund_51.tif,train,1.1037,1.1982,-0.0945
mahe_65.tif,train,1.0177,1.1498,-0.1321
svaneti_40.tif,train,0.8030,0.8598,-0.0568
abancay_48.tif,train,1.2043,1.1708,0.0335
kagera_32.tif,train,1.1554,1.3233,-0.1679
pisco_18.tif,train,0.7717,0.8521,-0.0804
svaneti_24.tif,train,0.7890,0.6439,0.1451
mazowieckie_4.tif,train,0.2271,0.8543,-0.6272
podkarpackie_10.tif,train,0.5088,0.6577,-0.1489
viru_20.tif,train,1.0587,1.1485,-0.0898
paris_12.tif,train,1.4580,1.5250,-0.0670
kitsap_35.tif,train,1.5760,1.6123,-0.0363
kyoto_15.tif,train,1.2207,1.3187,-0.0980
tokyo_68.tif,train,1.4036,1.6927,-0.2891
viru_34.tif,train,0.8011,0.8172,-0.0162
ulaanbaatar_47.tif,train,0.6647,0.6578,0.0069
rotterdam_2.tif,train,1.0037,1.0292,-0.0255
lohur_39.tif,train,0.3373,0.3495,-0.0121
dowa_18.tif,train,0.6516,0.8835,-0.2319
wielkopolskie_29.tif,train,1.0529,1.2698,-0.2169
rio_18.tif,train,0.8016,0.8644,-0.0628
daressalaam_86.tif,train,1.2523,1.3586,-0.1063
vegas_14.tif,train,1.2599,1.2788,-0.0189
abancay_12.tif,train,0.5983,0.8900,-0.2917
pisco_25.tif,train,0.3685,0.4517,-0.0832
vienna_15.tif,train,0.9121,0.7447,0.1675
wielkopolskie_12.tif,train,0.6296,0.6984,-0.0688
monrovia_49.tif,train,1.1347,1.1769,-0.0422
maputo_3.tif,train,1.2660,1.3510,-0.0850
tyrolw_44.tif,train,0.2606,0.4856,-0.2249
warminsko-mazurskie_12.tif,train,0.5469,0.5774,-0.0305
chisinau_68.tif,train,1.0177,1.2661,-0.2484
zanzibar_31.tif,train,0.7200,0.7551,-0.0351
vienna_4.tif,train,1.1280,1.1220,0.0059
abancay_46.tif,train,1.1279,1.1300,-0.0020
zanzibar_33.tif,train,0.7920,0.9532,-0.1613
daressalaam_95.tif,train,1.4326,1.5644,-0.1318
tokyo_13.tif,train,1.3193,1.4144,-0.0950
austin_30.tif,train,1.2483,1.3069,-0.0586
abancay_28.tif,train,1.3634,1.3623,0.0011
tokyo_60.tif,train,1.1515,1.1025,0.0490
svaneti_44.tif,train,0.7162,0.7975,-0.0813
tokyo_41.tif,train,1.4592,1.7615,-0.3023
chincha_8.tif,train,0.9796,1.2733,-0.2938
ngaoundere_31.tif,train,1.0677,0.8936,0.1741
chicago_11.tif,train,1.2457,1.3544,-0.1087
chisinau_61.tif,train,1.0719,1.0697,0.0022
aachen_28.tif,train,0.1614,0.1578,0.0036
zachodniopomorskie_5.tif,train,0.3715,0.4333,-0.0618
zanzibar_64.tif,train,0.9205,0.9158,0.0047
vegas_35.tif,train,0.6830,0.4152,0.2679
accra_7.tif,train,1.2935,1.5051,-0.2116
baybay_61.tif,train,0.6267,0.7363,-0.1096
kyoto_21.tif,train,1.1707,1.1304,0.0403
santiago_46.tif,train,1.4396,1.4423,-0.0027
monrovia_7.tif,train,1.3871,1.4914,-0.1043
zanzibar_66.tif,train,1.0798,1.1118,-0.0320
soriano_10.tif,train,1.4935,1.4767,0.0168
pisco_1.tif,train,0.7073,0.8020,-0.0948
dortmund_10.tif,train,1.5524,1.6133,-0.0609
monrovia_64.tif,train,1.2923,1.4189,-0.1266
chisinau_16.tif,train,1.1331,1.1756,-0.0424
chiangmai_4.tif,train,1.1225,1.1910,-0.0686
pisco_26.tif,train,0.6220,0.6248,-0.0028
dolnoslaskie_33.tif,train,0.4947,0.6031,-0.1084
tokyo_59.tif,train,1.1287,1.1744,-0.0456
rio_42.tif,train,1.3296,1.4044,-0.0747
abancay_7.tif,train,1.3125,1.3608,-0.0482
santiago_69.tif,train,1.1538,1.2221,-0.0683
dhaka_58.tif,train,1.0939,1.2613,-0.1674
austin_28.tif,train,1.1879,1.2752,-0.0873
chicago_21.tif,train,1.2134,1.3626,-0.1492
chisinau_25.tif,train,1.0295,1.1375,-0.1080
abancay_24.tif,train,0.6686,0.6306,0.0380
aachen_35.tif,train,1.0887,0.9877,0.1010
wielkopolskie_14.tif,train,0.8314,1.0580,-0.2266
vegas_49.tif,train,1.2908,1.3015,-0.0107
svaneti_65.tif,train,0.3105,0.4232,-0.1127
bielefeld_59.tif,train,1.6390,1.7220,-0.0830
shanghai_55.tif,train,1.3051,1.2622,0.0429
muenster_24.tif,train,0.4799,0.4902,-0.0104
kitsap_49.tif,train,0.4748,0.4311,0.0437
austin_25.tif,train,1.1752,1.1292,0.0459
rio_5.tif,train,1.5437,1.6761,-0.1324
chiclayo_3.tif,train,0.4180,0.4908,-0.0728
santiago_14.tif,train,1.1495,1.2308,-0.0813
abancay_40.tif,train,0.9827,1.1519,-0.1692
shanghai_42.tif,train,1.2007,1.4480,-0.2472
vienna_22.tif,train,0.8116,0.7544,0.0572
melbourne_26.tif,train,1.2964,1.4329,-0.1366
christchurch_12.tif,train,1.6805,1.7875,-0.1070
paris_39.tif,train,1.0926,1.1440,-0.0514
tyrolw_70.tif,train,0.3636,0.4805,-0.1169
mazowieckie_28.tif,train,0.2052,0.2863,-0.0811
chiangmai_8.tif,train,1.2622,1.3479,-0.0857
slaskie_26.tif,train,0.7021,0.5394,0.1626
coxsbazar_68.tif,train,0.9426,1.0502,-0.1076
shanghai_47.tif,train,0.8853,0.7779,0.1074
lima_43.tif,train,0.8684,0.7867,0.0816
rotterdam_50.tif,train,1.3147,1.3687,-0.0540
aachen_59.tif,train,1.5317,1.6385,-0.1068
chiclayo_34.tif,train,0.9176,0.8079,0.1097
coxsbazar_13.tif,train,0.3470,0.5051,-0.1580
dortmund_40.tif,train,1.1614,1.3285,-0.1671
rotterdam_6.tif,train,1.5832,1.7638,-0.1805
accra_58.tif,train,0.1266,0.7757,-0.6491
tokyo_48.tif,train,1.3404,1.4785,-0.1381
coxsbazar_26.tif,train,0.9061,0.9847,-0.0786
rio_30.tif,train,0.8076,0.5044,0.3033
kagera_2.tif,train,0.9069,0.9147,-0.0078
koeln_16.tif,train,1.4831,1.5556,-0.0724
lambayeque_35.tif,train,0.8428,0.7306,0.1122
coxsbazar_30.tif,train,0.6213,0.6014,0.0200
ulaanbaatar_5.tif,train,0.7628,1.4138,-0.6510
ica_21.tif,train,0.5287,0.7208,-0.1921
kagera_4.tif,train,1.0252,0.8747,0.1505
santiago_20.tif,train,1.3793,1.3579,0.0214
muenster_50.tif,train,0.7974,0.8292,-0.0318
coxsbazar_9.tif,train,0.7441,0.9045,-0.1604
svaneti_1.tif,train,0.6162,0.9888,-0.3726
vienna_5.tif,train,0.5026,0.5300,-0.0273
dhaka_23.tif,train,1.1922,1.2555,-0.0632
tyrolw_50.tif,train,0.8530,1.0474,-0.1944
kujawsko-pomorskie_3.tif,train,1.2166,1.3498,-0.1331
austin_18.tif,train,1.2721,1.2706,0.0015
tonga_58.tif,train,1.6074,1.3234,0.2840
ngaoundere_48.tif,train,1.2623,1.4777,-0.2154
aachen_68.tif,train,0.7230,0.8062,-0.0831
abancay_18.tif,train,1.2057,1.2240,-0.0182
sechura_45.tif,train,1.1398,0.9895,0.1503
tyrolw_68.tif,train,0.5638,0.4240,0.1397
tonga_39.tif,train,0.9444,0.7617,0.1827
dowa_8.tif,train,0.9744,1.3372,-0.3627
mazowieckie_36.tif,train,0.9205,0.7778,0.1428
ica_26.tif,train,0.7922,0.5013,0.2909
daressalaam_119.tif,train,1.2630,1.4217,-0.1586
dortmund_8.tif,train,1.0510,1.1296,-0.0786
vienna_45.tif,train,0.7822,0.9031,-0.1209
dowa_22.tif,train,0.9392,1.0483,-0.1091
bogota_1.tif,train,0.8685,0.7835,0.0851
lima_33.tif,train,0.5362,0.7461,-0.2099
pisco_3.tif,train,0.4036,0.5274,-0.1237
dhaka_53.tif,train,1.1472,1.0558,0.0914
piura_18.tif,train,0.9738,0.8221,0.1517
western_12.tif,train,0.8114,0.8070,0.0044
daressalaam_129.tif,train,0.8848,1.2176,-0.3328
chiangmai_5.tif,train,1.0626,1.1896,-0.1271
slaskie_32.tif,train,0.5024,0.7155,-0.2131
vegas_46.tif,train,1.3549,1.3488,0.0061
tyrolw_10.tif,train,0.5925,0.8795,-0.2870
lima_17.tif,train,0.6643,0.7541,-0.0899
kitsap_31.tif,train,1.2093,1.2721,-0.0628
vegas_5.tif,train,0.6319,0.5174,0.1145
muenster_21.tif,train,1.6249,1.7297,-0.1048
svaneti_57.tif,train,0.4024,0.7572,-0.3549
vegas_37.tif,train,0.4926,0.3928,0.0999
kagera_50.tif,train,0.9696,1.1076,-0.1381
tokyo_43.tif,train,1.4194,1.5761,-0.1567
tokyo_46.tif,train,1.4693,1.6108,-0.1415
lohur_13.tif,train,0.0749,0.1314,-0.0565
austin_26.tif,train,1.0414,1.1573,-0.1158
paris_18.tif,train,1.3270,1.3191,0.0079
vienna_29.tif,train,0.8017,0.8204,-0.0186
vienna_61.tif,train,1.0063,0.9377,0.0686
christchurch_53.tif,train,0.7493,0.7726,-0.0233
khartoum_47.tif,train,0.9271,0.7129,0.2143
melbourne_49.tif,train,1.0857,1.2083,-0.1227
paris_42.tif,train,1.4630,1.5457,-0.0826
shanghai_8.tif,train,1.0156,0.9567,0.0589
koeln_35.tif,train,1.4543,1.4655,-0.0112
podlaskie_2.tif,train,0.3110,0.1696,0.1413
duesseldorf_49.tif,train,1.3319,1.2980,0.0339
tyrolw_13.tif,train,0.3242,0.8176,-0.4934
viru_11.tif,train,1.0420,1.2415,-0.1995
chiangmai_11.tif,train,1.1072,1.1155,-0.0083
mahe_17.tif,train,0.8290,0.8800,-0.0510
baybay_10.tif,train,1.2115,1.2166,-0.0051
accra_17.tif,train,1.4093,1.6352,-0.2259
daressalaam_123.tif,train,0.9407,1.0739,-0.1332
warminsko-mazurskie_1.tif,train,0.4627,0.5147,-0.0520
lambayeque_8.tif,train,1.2875,1.2911,-0.0036
chisinau_30.tif,train,1.0707,1.2611,-0.1904
viru_23.tif,train,1.1197,1.1981,-0.0784
melbourne_17.tif,train,1.1619,1.0658,0.0961
kinshasa_1.tif,train,1.4023,1.2118,0.1905
daressalaam_35.tif,train,1.3940,1.5204,-0.1265
soriano_5.tif,train,1.4170,1.3009,0.1161
chicago_44.tif,train,1.4210,1.4859,-0.0649
baybay_45.tif,train,0.4289,0.4876,-0.0587
zanzibar_117.tif,train,0.5866,1.1213,-0.5347
ngaoundere_18.tif,train,1.2180,1.0748,0.1431
daressalaam_62.tif,train,0.9829,1.3703,-0.3874
zanzibar_100.tif,train,1.0303,1.3768,-0.3465
christchurch_1.tif,train,0.6796,0.5858,0.0939
dhaka_25.tif,train,0.9031,0.9944,-0.0913
khartoum_4.tif,train,1.0187,0.8436,0.1751
austin_42.tif,train,1.5871,1.5966,-0.0094
lodzkie_7.tif,train,0.5844,0.3911,0.1933
paris_44.tif,train,1.2463,1.1977,0.0486
rotterdam_28.tif,train,1.2433,1.3003,-0.0570
kagera_48.tif,train,0.8067,0.8397,-0.0330
chisinau_14.tif,train,1.0901,1.0872,0.0030
kyoto_67.tif,train,1.1414,1.2842,-0.1428
accra_45.tif,train,1.2816,1.4434,-0.1618
austin_41.tif,train,1.0957,1.1702,-0.0745
kagera_26.tif,train,1.2901,1.1845,0.1056
chisinau_9.tif,train,0.9819,1.0033,-0.0214
dolnoslaskie_22.tif,train,0.9067,0.8135,0.0932
aachen_6.tif,train,1.4902,1.4560,0.0342
pointenoire_9.tif,train,1.2640,1.5396,-0.2756
khartoum_43.tif,train,1.3185,1.2179,0.1005
lohur_35.tif,train,0.2695,0.3499,-0.0804
pomorskie_30.tif,train,0.7022,0.6274,0.0748
western_22.tif,train,0.9351,1.1604,-0.2253
sechura_36.tif,train,0.9187,1.0696,-0.1509
accra_53.tif,train,0.6810,0.4553,0.2258
tonga_36.tif,train,1.5159,1.5207,-0.0048
santiago_9.tif,train,1.0844,0.9444,0.1399
pomorskie_17.tif,train,0.4364,0.4353,0.0011
monrovia_9.tif,train,1.0845,1.0136,0.0709
mazowieckie_14.tif,train,0.1239,0.2635,-0.1397
mahe_46.tif,train,1.4301,1.5428,-0.1128
kagera_10.tif,train,1.2664,1.2197,0.0467
kagera_62.tif,train,1.0161,0.9591,0.0570
vegas_36.tif,train,0.7178,0.5679,0.1499
lambayeque_28.tif,train,0.8113,0.8362,-0.0250
santiago_16.tif,train,0.4667,0.5549,-0.0882
bielefeld_28.tif,train,1.1510,1.4411,-0.2901
paris_64.tif,train,1.4046,1.4765,-0.0718
bielefeld_67.tif,train,0.4876,0.6568,-0.1691
sechura_43.tif,train,1.1568,1.1736,-0.0168
ulaanbaatar_2.tif,train,0.9398,1.4837,-0.5439
dortmund_28.tif,train,1.3823,1.5290,-0.1468
melbourne_5.tif,train,1.1041,1.1839,-0.0798
rotterdam_36.tif,train,1.2850,1.3567,-0.0718
khartoum_23.tif,train,1.1457,1.0672,0.0786
chiclayo_42.tif,train,0.5961,0.5708,0.0253
viru_2.tif,train,1.2057,1.1856,0.0201
lodzkie_24.tif,train,0.5632,0.3522,0.2110
monrovia_50.tif,train,1.1025,1.1727,-0.0702
monrovia_54.tif,train,0.9987,1.0266,-0.0279
kagera_43.tif,train,0.9628,1.0039,-0.0411
dortmund_26.tif,train,0.5964,0.5976,-0.0012
monrovia_48.tif,train,1.1292,1.1173,0.0119
zachodniopomorskie_10.tif,train,0.6046,0.5522,0.0523
kagera_42.tif,train,1.0719,0.9067,0.1652
podlaskie_6.tif,train,0.1763,0.1717,0.0046
vegas_12.tif,train,1.3818,1.6258,-0.2440
koeln_46.tif,train,1.6090,1.7189,-0.1099
lima_45.tif,train,0.2372,0.3669,-0.1297
aachen_19.tif,train,1.5081,1.5903,-0.0822
chiclayo_29.tif,train,0.9567,0.9877,-0.0310
western_14.tif,train,1.0223,0.9401,0.0822
duesseldorf_24.tif,train,1.6289,1.7769,-0.1479
zanzibar_105.tif,train,0.5339,0.6283,-0.0944
aachen_36.tif,train,0.3970,0.4746,-0.0776
paris_20.tif,train,1.3423,1.4043,-0.0621
rotterdam_41.tif,train,1.2889,1.3718,-0.0829
rotterdam_32.tif,train,0.9016,0.8055,0.0961
lohur_15.tif,train,1.4396,1.5063,-0.0667
lodzkie_13.tif,train,0.4163,0.2188,0.1976
rio_28.tif,train,1.1550,1.1099,0.0451
mahe_45.tif,train,1.1683,1.3111,-0.1428
rio_62.tif,train,0.8193,0.8891,-0.0698
tyrolw_56.tif,train,0.9898,1.0998,-0.1100
tonga_27.tif,train,1.5496,1.4217,0.1280
tyrolw_33.tif,train,0.0763,0.0949,-0.0186
christchurch_37.tif,train,1.6684,1.7679,-0.0995
monrovia_5.tif,train,1.4751,1.5839,-0.1088
chincha_2.tif,train,1.0210,1.1462,-0.1252
koeln_25.tif,train,1.0383,0.9114,0.1269
daressalaam_103.tif,train,1.0590,1.1313,-0.0723
chicago_32.tif,train,0.8480,0.8359,0.0122
mahe_20.tif,train,0.5364,0.2509,0.2855
ngaoundere_62.tif,train,0.9962,1.3842,-0.3880
soriano_2.tif,train,0.9932,0.9729,0.0203
chincha_15.tif,train,1.2199,1.1720,0.0479
dolnoslaskie_34.tif,train,0.9097,0.8559,0.0538
chisinau_43.tif,train,1.1814,1.3881,-0.2067
mahe_50.tif,train,1.1184,1.2031,-0.0846
coxsbazar_66.tif,train,0.4282,0.2965,0.1317
lubuskie_13.tif,train,0.4946,0.6476,-0.1530
baybay_38.tif,train,0.5059,0.5612,-0.0553
muenster_52.tif,train,1.2225,1.3003,-0.0778
lohur_30.tif,train,0.5311,0.7309,-0.1998
chiclayo_44.tif,train,0.5362,0.4882,0.0480
muenster_43.tif,train,1.6555,1.7349,-0.0795
daressalaam_120.tif,train,1.1771,1.3702,-0.1931
khartoum_8.tif,train,1.0037,0.9716,0.0321
kyoto_22.tif,train,1.5620,1.6770,-0.1150
aachen_2.tif,train,0.4527,0.5460,-0.0933
mazowieckie_2.tif,train,0.5767,0.6000,-0.0233
podkarpackie_6.tif,train,0.2771,0.4107,-0.1337
daressalaam_107.tif,train,0.5019,0.4703,0.0316
sechura_17.tif,train,0.5506,0.4162,0.1344
zanzibar_61.tif,train,0.7064,0.7423,-0.0359
vienna_54.tif,train,1.3544,1.3079,0.0465
muenster_22.tif,train,1.4719,1.5591,-0.0871
melbourne_41.tif,train,1.3934,1.4215,-0.0281
mahe_6.tif,train,0.2513,0.2803,-0.0290
ulaanbaatar_33.tif,train,0.7543,1.2734,-0.5191
vegas_30.tif,train,1.2820,1.3274,-0.0454
chicago_18.tif,train,0.2527,0.3803,-0.1276
duesseldorf_63.tif,train,0.3692,0.4881,-0.1188
dortmund_46.tif,train,1.6251,1.7796,-0.1546
vegas_43.tif,train,1.1814,1.3890,-0.2077
zanzibar_110.tif,train,1.0594,0.9803,0.0791
dortmund_31.tif,train,1.6488,1.8039,-0.1552
accra_22.tif,train,1.5397,1.6606,-0.1208
baybay_63.tif,train,1.2862,1.3605,-0.0743
