filename,split,total_diff_pixels,Bareland_fn,Bareland_fp,Rangeland_fn,Rangeland_fp,Developed_fn,Developed_fp,Road_fn,Road_fp,Tree_fn,Tree_fp,Water_fn,Water_fp,Agriculture_fn,Agriculture_fp,Building_fn,Building_fp
svaneti_60.tif,train,120766,0,0,67899,42863,3826,41259,0,0,22419,13565,0,3613,26622,19432,0,34
kagera_31.tif,train,386063,0,0,146457,164567,31198,23842,0,2761,66865,162604,0,22,137113,23020,4430,9247
ica_35.tif,train,311658,0,0,8182,1543,95307,196823,31505,42074,8326,3742,65400,0,0,0,102938,67476
lohur_24.tif,train,215828,0,0,52661,72162,65628,69619,31386,11069,32465,6046,8067,5096,12297,46322,13324,5514
daressalaam_72.tif,train,234171,0,124,45531,110083,87836,39674,16493,7405,47555,49171,0,0,19447,4457,17309,23257
tonga_32.tif,train,356658,0,285,282363,46734,7593,91020,3866,1799,53397,131686,8,71807,0,6404,9431,6923
lodzkie_9.tif,train,278435,0,0,37147,68642,2391,6794,2364,5178,14599,169239,0,54,218076,25574,3858,2954
western_24.tif,train,768244,104573,47110,468577,11818,808,406325,7586,1412,3936,257931,182764,42081,0,0,0,1567
aachen_56.tif,train,354034,0,0,204118,37151,59020,146325,33657,18816,22728,58453,0,0,0,87,34511,93202
ica_12.tif,train,334951,218474,0,10518,5998,32431,293778,9757,9972,13055,9275,0,0,7128,0,43588,15928
malopolskie_19.tif,train,313275,0,0,113512,26611,8728,190613,1037,7022,17656,5494,0,1189,167599,50675,4743,31671
mahe_31.tif,train,239890,0,4853,114071,30463,67251,97257,25865,33118,15344,62203,0,838,0,0,17359,11158
accra_57.tif,train,440740,0,0,184191,173480,625,21893,4469,209,28000,23229,223455,13011,0,208906,0,12
paris_52.tif,train,497228,0,0,285771,46845,97769,188090,21651,21399,60386,26883,1580,0,0,10060,30071,203951
kampala_5.tif,train,258059,0,0,49269,55803,78543,86711,21174,19676,65294,21902,2884,22592,0,790,40895,50585
shanghai_25.tif,train,416039,0,0,0,195952,261723,147219,58219,12716,3647,240,0,54945,0,39,92450,4928
vegas_44.tif,train,370896,0,0,36907,153639,186674,125240,134015,76941,7110,10142,0,0,0,0,6190,4934
duesseldorf_55.tif,train,343354,0,0,195868,46392,46865,108459,33888,16243,40969,70236,638,0,10546,58952,14580,43072
kagera_57.tif,train,347752,0,0,228028,73460,30847,6652,8883,8207,26779,244179,0,2792,51193,5569,2022,6893
bielefeld_43.tif,train,345130,0,0,172723,77417,74933,47067,10283,24042,70747,150789,2012,0,0,0,14432,45815
paris_11.tif,train,468272,0,0,202721,39696,148475,138950,46475,20401,40129,52405,0,24,0,53256,30472,163540
mahe_12.tif,train,341480,6200,0,53764,20353,8560,292688,4800,6500,10728,12272,251094,5474,0,2907,6334,1286
chisinau_56.tif,train,203576,0,0,23886,1889,70251,112685,30494,23364,25735,24976,537,0,0,0,52673,40662
ulaanbaatar_43.tif,train,458476,146125,0,187111,13740,61246,364627,24639,52039,1141,12455,1517,1048,0,5509,36697,9058
lodzkie_17.tif,train,295694,0,0,13261,47589,4631,5552,1412,6770,1854,231699,0,473,273904,761,632,2850
kagera_30.tif,train,404865,0,0,159061,196252,28409,41951,21217,10029,93274,132272,148,1218,96064,14836,6692,8307
zachodniopomorskie_8.tif,train,90655,0,0,61291,1714,20055,63,11,123,8483,14578,263,73864,0,0,552,313
slaskie_36.tif,train,123921,0,0,36533,81709,816,6437,23481,10558,41776,21928,18630,635,0,201,2685,2453
santiago_41.tif,train,357495,0,0,130616,1786,47241,250539,34190,29954,44228,9418,0,0,0,0,101220,65798
lubuskie_5.tif,train,231250,0,0,169971,45490,14018,17,11829,4621,34738,128144,0,288,0,52593,694,97
vienna_70.tif,train,275770,0,0,40406,7035,118876,113009,51002,55593,12623,41305,0,925,0,0,52863,57903
tokyo_49.tif,train,328601,0,0,5260,88890,102206,148308,77849,18075,22267,14520,0,0,62213,4856,58806,53952
sechura_32.tif,train,450843,250709,0,27227,11136,43054,381876,48561,14803,27318,14610,7,1593,0,0,53967,26825
kyoto_63.tif,train,428473,0,0,70335,24092,39244,312707,61663,25585,15551,38077,8817,0,150140,3215,82723,24797
austin_43.tif,train,377609,0,0,206589,32399,39973,134917,30576,19946,68404,164269,504,0,0,0,31563,26078
lima_46.tif,train,638106,346223,1689,0,72622,77996,370464,42430,38088,5074,35,157258,2110,0,151042,9125,2056
malopolskie_30.tif,train,237404,0,0,118634,50695,2569,4591,408,7579,37624,61957,41823,17639,34140,94747,2206,196
wielkopolskie_22.tif,train,225528,0,0,48818,69038,71675,90865,55257,19309,19853,30346,308,0,0,0,29617,15970
vienna_13.tif,train,187013,0,0,17829,6642,58853,107721,23271,35424,13355,10192,0,0,0,751,73705,26283
monrovia_38.tif,train,309326,0,0,187481,18553,32780,198168,20941,9946,29871,44767,0,9331,0,2413,38253,26148
zanzibar_27.tif,train,313633,0,0,106089,160555,17405,2165,0,2402,57059,100194,0,815,131728,44340,1352,3162
muenster_7.tif,train,176941,0,0,102003,45126,4627,538,9501,3618,34588,18012,0,6711,24787,100644,1435,2292
monrovia_22.tif,train,299049,0,1127,41346,141519,2468,11707,0,427,20361,128460,232317,5350,0,10133,2557,326
aachen_4.tif,train,232328,6644,0,107764,26094,42348,94784,33933,34219,18335,11633,2405,0,0,56874,20899,8724
zanzibar_130.tif,train,165834,0,8009,92570,59783,1908,57886,2978,451,57965,26750,0,4037,0,6231,10413,2687
dowa_10.tif,train,233751,0,0,6934,0,89714,141035,6512,31004,6464,1361,646,0,0,0,123481,60351
tokyo_70.tif,train,428448,0,0,57419,77118,115456,204734,109443,19812,66048,9310,3778,0,27762,0,48542,117474
muenster_5.tif,train,326948,0,0,46900,124636,113695,71951,27537,29488,103924,34576,578,0,0,265,34314,66032
shanghai_29.tif,train,347485,0,0,2491,116942,109757,37368,0,18847,80302,1699,0,30821,0,126655,154935,15153
slaskie_17.tif,train,54979,0,0,25657,25529,4522,577,0,3643,23915,22482,0,0,0,2742,885,6
tyrolw_60.tif,train,138166,0,0,51827,47122,12270,17062,18258,6363,20760,46445,0,186,30898,16804,4153,4184
muenster_62.tif,train,201567,0,0,100954,35844,31022,35997,5824,20764,36456,49533,4292,105,9436,39547,13583,19777
ulaanbaatar_3.tif,train,421375,119249,0,156185,36743,70454,299897,24837,30436,5984,2803,6478,47625,0,0,38188,3871
duesseldorf_11.tif,train,383044,0,0,166385,35016,115519,132991,25316,43335,42718,96007,0,0,0,7201,33106,68494
kitsap_27.tif,train,337411,0,0,87514,17033,25521,264948,72026,17086,40460,33972,0,0,0,0,111890,4372
ica_19.tif,train,272490,0,0,30433,3113,52051,202922,65527,11336,10481,14922,1017,50,0,0,112981,40147
christchurch_3.tif,train,45718,0,0,15525,24014,5983,3641,6247,4148,17922,10756,0,0,0,3155,41,4
sechura_21.tif,train,330457,185978,13427,28802,8743,31833,281591,34842,13466,15714,5454,0,1068,0,0,33288,6708
lohur_5.tif,train,257943,0,0,66588,83037,24265,96229,28031,4701,73103,11940,0,0,22049,45617,43907,16419
baybay_66.tif,train,337815,0,0,223934,34233,42916,45307,3370,14196,25149,108893,1151,13076,25122,102839,16173,19271
piura_31.tif,train,265967,0,0,87227,3327,49708,181603,13818,28544,30117,27449,1007,0,0,2529,84090,22515
shanghai_30.tif,train,456036,0,0,136167,240645,63866,67184,57105,19068,185699,5671,0,4176,0,109679,13199,9613
shanghai_32.tif,train,420255,0,0,0,23014,180073,41037,22060,54452,5895,15011,166816,478,0,145710,45411,140553
mahe_40.tif,train,93217,8169,19,51654,13124,19310,8693,0,6136,12582,37349,435,23014,0,0,1067,4882
tokyo_29.tif,train,478115,0,0,6623,25127,74879,287276,122965,92269,20005,3008,0,0,0,42454,253643,27981
chincha_5.tif,train,334400,0,0,82585,26784,89168,171783,17025,18042,64488,12240,708,2275,15121,38378,65305,64898
mahe_44.tif,train,243517,3764,0,68151,51923,80735,104131,34352,24889,21368,17430,15760,1,0,1653,19387,43490
abancay_22.tif,train,288953,0,0,48263,74471,118682,101976,40334,8262,35958,40351,0,0,0,0,45716,63893
tokyo_17.tif,train,370127,0,0,22914,50980,178606,141136,60972,17302,17518,10019,0,0,56497,39989,33620,110701
malopolskie_33.tif,train,542783,14,0,113414,73951,21920,37230,12124,8429,302430,4473,3946,377798,84928,32043,4007,8859
ulaanbaatar_36.tif,train,443359,0,0,308035,9260,37916,277393,50083,4343,2078,4776,5165,73187,0,60913,40082,13487
kyoto_59.tif,train,361381,0,0,25255,16817,68358,260793,110617,30117,7128,7871,1691,0,35844,4063,112488,41720
tyrolw_38.tif,train,66344,0,0,15538,10972,10006,12005,24596,2319,12259,10058,0,6284,1382,23691,2563,1015
shanghai_52.tif,train,470352,0,0,159686,2467,158529,196450,37524,48153,106027,4170,0,978,0,0,8586,218134
koeln_33.tif,train,365456,0,0,108988,14947,79222,194661,138210,40472,22509,59013,0,3879,0,11994,16527,40490
aachen_31.tif,train,402406,0,0,185988,26164,87497,175884,62192,29280,27366,98916,62,0,0,0,39301,72162
tokyo_44.tif,train,489916,0,0,38371,162532,145076,177638,75187,13245,36810,12403,14733,548,146866,4882,32873,118668
kitsap_29.tif,train,51227,0,0,13035,26385,782,228,0,6,19177,21306,16663,2794,0,0,1570,508
santiago_18.tif,train,369293,0,0,129764,18783,99219,162229,43382,32684,60230,96460,377,0,0,0,36321,59137
zanzibar_18.tif,train,308567,0,0,121107,144580,3019,11869,5576,1452,92388,84245,0,2505,84978,62643,1499,1273
ngaoundere_69.tif,train,385250,0,0,86033,186309,65114,90286,17274,17285,28160,65902,0,0,178980,9003,9689,16465
chiclayo_7.tif,train,479674,294658,11179,44847,30402,40189,380646,25916,9567,15067,31620,28193,2906,16468,5530,14336,7824
duesseldorf_22.tif,train,350452,0,0,96757,85217,62938,130411,94554,22509,71783,56871,4092,253,0,8,20328,55183
muenster_70.tif,train,56620,0,0,12882,20532,3343,8460,1624,1257,15766,4925,1748,0,18133,19522,3124,1924
christchurch_47.tif,train,163643,0,0,18306,100811,0,13686,1583,26235,9774,14338,14825,272,118966,7049,189,1252
muenster_63.tif,train,231153,0,0,120174,23474,0,2333,10877,2406,19116,11525,6353,10890,74633,124956,0,55569
vegas_23.tif,train,349475,0,0,76964,16873,163619,139328,59225,18834,34519,39979,6515,0,0,0,8633,134461
tyrolw_21.tif,train,339912,0,0,120403,14589,68542,168299,97065,6343,11164,74007,495,263,0,1437,42243,74974
abancay_15.tif,train,303034,0,0,125178,10821,76205,197826,18525,32364,27406,14618,4098,0,0,0,51622,47405
ngaoundere_40.tif,train,393478,36097,0,232716,27322,32452,288117,28712,5674,20548,17451,0,0,21888,40991,21065,13923
tokyo_39.tif,train,332352,0,0,21350,99306,71066,167176,122226,19774,78902,12354,0,1687,0,2280,38808,29775
baybay_47.tif,train,87062,0,0,44462,24412,6729,4339,2399,2323,24059,18379,0,0,5954,35722,3459,1887
swietokrzyskie_39.tif,train,118793,0,0,44270,44088,13874,1359,6894,4781,23636,3932,0,0,9984,63540,20135,1093
shanghai_45.tif,train,606987,0,0,27424,13450,11116,561704,154081,19584,25040,4399,0,0,0,1181,389326,6669
duesseldorf_48.tif,train,290908,3767,0,75154,13971,70854,163567,63626,18730,26189,49539,0,0,0,0,51318,45101
chiclayo_16.tif,train,388419,0,78,110082,57517,8002,285526,9210,769,40831,10641,0,81,219475,32444,819,1363
bielefeld_49.tif,train,404249,0,0,367750,21283,3892,6812,15948,5254,14880,368842,0,0,0,0,1779,2058
ica_27.tif,train,563789,318891,76234,54370,86655,23895,385830,10447,4704,100005,5511,0,0,38087,3644,18094,1211
lodzkie_15.tif,train,287969,57196,0,90449,44706,22794,62251,9330,16381,7193,140076,0,256,92796,7466,8211,16833
zanzibar_75.tif,train,657294,106517,0,6146,16323,0,576674,0,0,36684,20944,507947,277,0,43076,0,0
western_6.tif,train,769749,360445,25267,115252,43820,0,625017,0,1343,70289,21772,223763,52149,0,0,0,381
zanzibar_22.tif,train,329966,0,0,221326,83086,12078,12400,0,729,46956,88875,0,0,48280,142473,1326,2403
sechura_5.tif,train,255123,0,0,33624,3095,125808,92683,53238,45482,6528,7981,0,0,0,11822,35925,94060
chisinau_28.tif,train,268810,0,0,127574,2155,42615,150947,33943,21637,19740,63888,0,0,0,0,44938,30183
rosario_9.tif,train,321753,0,0,70103,209533,194268,58523,15169,12053,29473,36804,1097,0,5370,2398,6273,2442
zanzibar_54.tif,train,252923,0,3197,153369,55339,0,139555,0,0,99554,45836,0,6823,0,2173,0,0
melbourne_60.tif,train,287135,0,0,70499,25792,50179,177762,93260,30589,13161,43977,0,0,0,200,60036,8815
svaneti_50.tif,train,407201,0,0,351175,11516,6812,19457,8246,9129,7521,357737,0,6320,29982,165,3465,2877
dortmund_60.tif,train,270676,0,0,102372,47678,87030,96554,20503,39086,30879,43815,3339,0,0,4717,26553,38826
malopolskie_26.tif,train,163397,0,0,85241,47284,2762,11864,8771,2462,27532,38635,22948,1207,14056,59450,2087,2495
duesseldorf_40.tif,train,320437,0,0,132025,125093,25334,23989,25665,19886,33243,105821,0,0,99851,39179,4319,6469
lodzkie_14.tif,train,220188,0,0,2106,132864,7877,4806,5341,2333,16584,63864,0,307,187059,13408,1221,2606
rotterdam_45.tif,train,295318,0,0,47428,87090,157490,78259,80010,65344,2433,928,0,7673,8,17959,7949,38065
abancay_29.tif,train,417089,0,0,139729,221669,112366,138269,23051,11543,62045,13563,0,0,67298,11374,12600,20671
kyoto_16.tif,train,444666,0,0,139313,97444,43666,134931,32627,28570,25628,93024,102954,3201,52828,62628,47650,24868
piura_3.tif,train,345027,28424,50556,101589,34510,64564,112732,25533,9582,78724,52332,1906,69181,29388,3702,14899,12432
coxsbazar_21.tif,train,311718,0,0,114432,127671,22963,28671,8230,5825,18922,123117,593,1855,114671,16634,31907,7945
ulaanbaatar_6.tif,train,495964,0,252,384009,8832,57592,251779,32391,15976,0,3408,0,124274,1808,81969,20164,9474
chisinau_6.tif,train,232605,0,0,10876,219,53762,169147,19891,36936,27785,5721,0,0,0,0,120291,20582
zanzibar_78.tif,train,393901,29052,0,26588,350375,4420,18604,6049,1681,320392,7816,0,14119,0,676,7400,630
sechura_3.tif,train,186270,0,0,9614,9583,101643,69215,48864,30845,7891,4249,0,2792,0,0,18258,69586
rio_32.tif,train,328373,0,0,202964,72997,28747,58683,24756,10237,28245,180088,0,0,0,0,43661,6368
coxsbazar_71.tif,train,133265,0,0,105484,23548,8176,285,775,532,10929,96709,0,177,7604,10255,297,1759
chincha_48.tif,train,252700,0,0,2566,1002,92782,156205,40039,20083,1640,2553,338,0,0,1939,115335,70918
zanzibar_26.tif,train,303586,0,0,175340,95168,12726,14427,6940,4116,52374,159794,0,871,52223,25475,3983,3735
aachen_37.tif,train,218013,0,0,22349,120854,65953,40717,20782,12185,90460,9103,0,0,2871,8698,15598,26456
zanzibar_131.tif,train,225218,65,1172,89885,82175,13156,68756,9575,3060,78872,57031,0,114,0,3067,33665,9843
zanzibar_85.tif,train,532107,0,170,57800,466282,57421,50426,155,96,410248,7,2313,15068,0,0,4170,58
viru_33.tif,train,143022,0,0,36552,27139,43238,28189,9334,9629,28348,17687,0,5584,21104,51553,4446,3241
zanzibar_118.tif,train,234381,0,1240,37898,156317,78252,55557,14451,2196,77917,12236,0,2854,0,0,25863,3981
kyoto_37.tif,train,165920,0,0,28946,86761,15147,40414,8538,12406,31678,17782,5386,3173,61721,4005,14504,1379
ica_34.tif,train,261764,0,0,17459,537,95563,155098,55793,21732,13325,7216,0,199,0,0,79624,76982
rotterdam_9.tif,train,400868,0,0,211739,12650,87054,142401,39769,39691,9236,105734,3189,20,0,1247,49881,99125
viru_21.tif,train,256059,0,0,25606,2235,54316,187674,21991,15781,14278,16836,850,0,2027,41,136991,33492
abancay_50.tif,train,328982,0,0,111190,89759,74096,176184,24643,21038,68452,9856,0,274,0,2087,50601,29784
tokyo_20.tif,train,414380,0,0,20113,29050,139978,221719,161429,10986,26149,1683,0,0,20902,0,45809,150942
khartoum_20.tif,train,423123,0,6,0,11278,291421,81930,70209,39243,41105,20659,0,28302,0,15661,20388,226044
melbourne_25.tif,train,314539,0,0,44218,65693,51298,180852,44732,30431,115838,12986,0,7415,0,0,58453,17162
muenster_14.tif,train,318178,0,0,80152,95478,112518,76871,31105,39653,70651,47434,952,0,0,0,22800,58742
swietokrzyskie_23.tif,train,246763,0,0,170754,30477,10042,37024,9293,9313,14636,9878,5773,0,31991,157148,4274,2923
lohur_34.tif,train,291551,0,0,160582,72412,50564,25656,9236,17474,3746,2436,10344,1,54283,173038,2796,534
baybay_58.tif,train,320278,0,0,283979,36120,0,1316,0,1,36255,282746,0,0,0,0,44,95
paris_38.tif,train,452795,0,0,125140,269566,53487,72315,27098,10822,230465,3179,0,0,0,48838,16605,48075
khartoum_21.tif,train,705358,386524,0,0,155182,96103,326200,43839,1086,10281,6635,0,213813,0,2399,168611,43
svaneti_45.tif,train,488368,0,0,57140,405017,6011,19108,2084,1578,53358,52180,0,1007,369140,9218,635,260
paris_70.tif,train,510349,0,0,205244,66776,161537,141062,52495,18057,82334,62369,0,0,0,69788,8739,152297
chisinau_66.tif,train,311617,0,0,94484,38069,59386,148237,22789,15916,37010,65722,0,39,0,14012,97948,29622
kitsap_26.tif,train,336272,0,0,85420,16970,23663,267831,97649,7749,33912,38165,0,0,0,0,95628,5557
aachen_21.tif,train,364074,0,0,122458,109398,65435,113078,27915,18306,51493,69660,0,139,67437,5154,29336,48339
coxsbazar_54.tif,train,124574,0,166,15723,94357,2062,1389,0,1345,61431,13523,40689,11889,4529,1897,140,8
sechura_31.tif,train,386895,119191,0,79753,12144,37468,313993,76945,15585,26480,25844,0,4854,0,484,47058,13991
pomorskie_32.tif,train,252340,0,0,84186,96868,29537,76611,10232,13750,53500,25651,1514,6358,49724,4846,23647,28256
rio_12.tif,train,369739,0,0,81599,34261,55835,243922,50388,19882,53914,24748,0,0,0,0,128003,46926
pisco_33.tif,train,724450,374919,5836,37605,96968,3863,345784,0,713,78440,1407,18055,272859,211568,883,0,0
kitsap_14.tif,train,293881,0,0,131126,43291,38614,173264,31560,10933,54110,42763,384,0,0,0,38087,23630
bielefeld_56.tif,train,387218,0,0,267383,59404,59461,44955,19303,12820,30983,235042,0,0,0,239,10088,34758
melbourne_34.tif,train,354777,0,0,52183,53856,35103,248993,40209,18568,83856,16726,8156,245,0,2493,135270,13896
tokyo_31.tif,train,572347,0,0,3760,59061,59607,446224,118650,54656,39175,680,2817,2385,0,2601,348338,6740
chincha_18.tif,train,212984,0,0,25911,14206,54539,134813,20365,8437,47064,10613,769,231,0,0,64336,44684
kyoto_35.tif,train,240305,0,0,6568,226496,13127,2008,489,421,202179,8945,1742,2238,13225,94,2975,103
ngaoundere_3.tif,train,439180,7887,222,266775,16143,33937,251016,12522,14180,22696,107869,8047,4738,39970,25154,47346,19858
monrovia_51.tif,train,271123,0,0,14507,51603,80021,163142,35231,25937,7813,4244,3839,372,0,4034,129712,21791
tonga_62.tif,train,390270,0,0,116410,137024,22511,204936,16215,7259,210775,24057,1006,0,0,0,23353,16994
bielefeld_34.tif,train,393008,0,0,312920,61595,14396,11649,4531,7857,26574,306658,1521,462,32465,88,601,4699
tonga_65.tif,train,263326,8284,0,64204,60871,36072,149558,6046,17842,80372,14088,35053,3724,0,0,33295,17243
rotterdam_31.tif,train,327732,0,0,52635,22923,142392,96387,62857,25237,24999,33278,19457,1932,0,16654,25392,131321
zanzibar_111.tif,train,826503,178366,0,62531,540869,7948,250989,0,2435,17860,30378,543621,56,0,35,16177,1741
kagera_27.tif,train,540602,0,0,86438,316119,1535,33747,4799,1998,63678,114611,0,959,381880,68094,2272,5074
tonga_47.tif,train,321823,0,0,105733,117582,42054,120829,17622,4972,137422,48527,0,7604,0,376,18992,21933
baybay_36.tif,train,178930,0,0,99141,38472,16240,19269,10867,3066,19126,99758,0,60,25214,13478,8342,4827
santiago_70.tif,train,350294,0,0,205402,28288,40783,101220,12739,34985,52595,153816,3973,196,0,1196,34802,30593
christchurch_5.tif,train,351736,0,0,178091,38786,46086,175720,17719,17408,76305,62548,7431,13956,0,0,26104,43318
christchurch_64.tif,train,325213,21950,0,143048,24047,27500,202042,16956,12845,13750,756,76876,2640,0,81821,25133,1062
swietokrzyskie_26.tif,train,65758,0,0,1753,49513,0,231,0,2062,14113,675,0,0,49595,13277,297,0
accra_43.tif,train,228167,0,0,44662,170241,25841,19086,4292,2374,149592,33860,0,0,0,0,3780,2606
dhaka_46.tif,train,233047,0,0,24591,58870,67606,58846,15554,8485,75256,21100,1608,7988,0,0,48432,77758
ulaanbaatar_46.tif,train,439005,0,0,305049,151,32760,389454,39570,25276,0,6702,0,0,0,3236,61626,14186
dowa_15.tif,train,276617,0,0,55226,6382,84242,156290,28763,16230,6269,25458,0,0,11180,8162,90937,64095
baybay_7.tif,train,199362,0,0,116452,62892,5738,20123,5718,3820,46897,104960,0,1661,22577,5294,1980,612
baybay_39.tif,train,57381,0,0,42714,7156,1777,64,0,5,7494,6220,0,0,4811,43389,585,547
zanzibar_17.tif,train,340976,0,0,129414,202000,0,106,11255,452,36489,119686,0,0,162961,18732,857,0
zanzibar_113.tif,train,802089,195500,0,147783,403278,4439,332080,5020,4396,22398,56016,409924,0,0,3328,17025,2991
chisinau_59.tif,train,233674,0,0,61874,853,94326,91296,21654,57063,26231,52105,0,0,0,573,29589,31784
viru_5.tif,train,262359,0,0,31392,1244,53440,190968,46624,17905,15371,14901,0,0,0,6,115532,37335
paris_50.tif,train,539341,0,0,352306,29679,53007,209004,63081,21944,38740,18796,0,0,0,71607,32207,188311
piura_25.tif,train,440833,0,0,138137,155178,37233,44751,0,22741,79710,71378,11538,9022,172395,137763,1820,0
shanghai_7.tif,train,377058,0,0,50917,54579,125366,163178,66210,46204,42745,34830,0,0,0,3222,91820,75045
chiclayo_28.tif,train,169769,0,0,32770,65268,24059,23925,6192,15393,38400,19343,770,4408,60474,40314,7104,1118
tyrolw_61.tif,train,211514,0,0,71152,49582,14084,86768,22785,6541,11253,7576,137,304,78686,47400,13417,13343
aachen_30.tif,train,287276,0,0,112492,75769,73161,73259,29614,18217,48101,70105,310,0,0,2884,23598,47042
daressalaam_94.tif,train,223589,0,0,47538,14018,96358,75153,25500,14812,19630,53380,3774,125,0,0,30789,66101
kagera_15.tif,train,400323,0,0,57670,238057,13118,89626,11617,5210,139791,53750,0,646,168945,2023,9182,11011
kitsap_39.tif,train,307767,0,0,117362,42833,34730,188802,44394,15442,46635,48763,237,0,0,0,64409,11927
christchurch_50.tif,train,170790,0,0,88483,34547,48790,32440,4951,30517,23808,56946,103,1082,0,1109,4655,14149
vegas_19.tif,train,117517,0,3251,628,15090,31469,68106,37233,10,34586,5120,0,13251,0,0,13601,12689
chisinau_40.tif,train,229148,0,0,71661,7088,83300,111447,5368,46292,32879,26514,0,0,0,0,35940,37807
malopolskie_1.tif,train,73569,0,0,40477,29255,0,1300,2400,2248,28465,2875,1102,12393,1070,25329,55,169
wielkopolskie_26.tif,train,256421,0,0,14160,95218,12019,130505,11324,29143,6951,611,0,0,209498,0,2469,944
bielefeld_42.tif,train,249512,0,0,76676,92750,55740,78501,31548,14539,57488,16510,1109,0,0,13475,26951,33737
kampala_6.tif,train,251751,0,0,80607,33864,75103,93802,22207,25577,27981,47109,0,1357,0,2642,45853,47400
podkarpackie_7.tif,train,79062,0,0,0,74960,0,0,0,654,7321,525,0,0,71268,2923,473,0
shanghai_40.tif,train,491922,5851,0,83693,137607,182564,87071,41292,41471,150420,10282,2570,374,0,89460,25532,125657
muenster_68.tif,train,137255,0,0,80584,27177,5722,2658,7274,6917,19982,9251,0,0,22367,88963,1326,2289
maputo_14.tif,train,296973,0,0,92877,5916,122318,133917,32338,49452,9557,23621,10817,1512,0,865,29066,81690
aachen_64.tif,train,352751,0,0,246521,19769,35397,108473,49227,39595,8834,12502,650,340,12034,167272,88,4800
baybay_8.tif,train,180886,0,0,110650,36744,8632,30530,6731,508,40133,91701,0,482,4366,16285,10374,4636
kagera_36.tif,train,422658,0,0,280345,104481,75522,41313,704,13316,33095,222439,0,32,28036,34596,4956,6481
baybay_13.tif,train,253085,0,0,201009,6946,9882,4693,2230,2179,12783,214169,0,581,23278,18414,3903,6103
shanghai_28.tif,train,468560,0,0,44104,120315,129316,305269,48687,39039,40171,2795,0,0,0,0,206282,1142
kagera_66.tif,train,237049,0,0,115915,86211,49996,85572,3822,7092,43266,44051,0,262,14684,624,9366,13237
svaneti_54.tif,train,378229,0,0,24135,346729,13047,3825,9882,466,15165,21040,0,705,311542,4748,4458,716
austin_45.tif,train,233536,776,0,84399,12359,61241,105018,31007,52873,24120,55776,0,0,0,0,31993,7510
baybay_2.tif,train,276445,0,0,168599,39054,43831,39479,10186,7211,12790,161870,0,215,19698,3585,21341,25031
pomorskie_38.tif,train,230721,0,0,105841,45942,23100,66950,19273,16242,21068,77591,0,0,31231,5506,30208,18490
bogota_3.tif,train,250053,0,0,62973,18755,132529,50873,24275,27464,12323,71448,0,346,0,143,17953,81024
ica_9.tif,train,313009,0,0,22797,5741,144952,157901,4186,80394,37223,2494,0,0,0,0,103851,66479
piura_45.tif,train,358752,42630,2232,110852,65093,105016,106895,23634,3730,61528,58921,1209,5559,0,102693,13883,13629
zanzibar_19.tif,train,306614,0,0,193963,88193,17577,28007,0,288,83665,70838,0,28,10457,118795,952,465
monrovia_57.tif,train,349004,9,2867,139227,109820,26768,89664,305,1229,52133,57836,0,36915,115621,45587,14941,5086
lubuskie_7.tif,train,198081,0,0,114546,41013,6467,44,3799,5145,14374,97069,57501,815,1157,53995,237,0
accra_65.tif,train,254330,0,0,107371,52353,83506,91595,15860,24039,29938,43944,0,0,0,418,17655,41981
kitsap_15.tif,train,241268,0,0,79662,68383,54502,106065,31157,10281,38368,34856,0,0,0,0,37579,21683
pomorskie_24.tif,train,90843,0,0,43477,18424,3164,3210,2016,25,40107,2233,188,32969,0,33438,1891,544
monrovia_34.tif,train,364527,0,0,222519,53732,29165,124981,16023,8212,16970,149676,0,2091,52161,294,27689,25541
pomorskie_18.tif,train,312839,0,0,139485,121376,12848,47836,3436,13871,20626,74734,3522,358,126708,50681,6214,3983
abancay_37.tif,train,329214,0,0,96232,84283,98565,101477,31641,10537,19686,38937,635,10,41478,43359,40977,50611
chicago_27.tif,train,311683,7241,0,18734,4342,30919,272919,171688,15719,10503,5244,0,0,0,256,72598,13203
zanzibar_44.tif,train,340113,0,137,308808,27358,0,17665,0,38,27827,287129,0,702,1314,2333,2164,4751
duesseldorf_7.tif,train,152463,0,0,45978,61996,20163,25654,15302,12465,32847,32435,232,0,27833,13774,10108,6139
daressalaam_73.tif,train,287803,0,0,107837,106367,63679,47708,3039,8298,24871,86014,0,0,77454,6098,10923,33318
koeln_59.tif,train,249373,0,5,63878,30277,51468,122010,42415,25262,28619,33308,9600,7886,1861,825,51532,29800
western_15.tif,train,556320,81685,8324,159355,99218,5383,354330,10856,3114,101523,45471,197177,43633,0,2184,341,46
rio_10.tif,train,262694,0,0,88645,38144,85001,161331,72469,14372,541,1568,0,0,0,0,16038,47279
slaskie_14.tif,train,169811,0,0,84261,54115,25235,16604,3672,17783,47617,28144,6558,0,0,50740,2468,2425
daressalaam_23.tif,train,374295,0,0,178056,2857,95475,185158,30181,13628,17046,88612,233,0,0,0,53304,84040
bielefeld_53.tif,train,282608,0,0,96636,47793,101229,96960,50657,37443,16054,52044,0,173,0,12,18032,48183
podkarpackie_14.tif,train,214211,0,0,147135,37429,13304,3537,7028,3195,19015,44022,2386,1,20679,123951,4664,2076
slaskie_12.tif,train,292701,133694,0,9463,154910,12,118981,0,9894,40097,8551,4055,0,103441,266,1939,99
