filename,split,img_height,img_width,total_valid_pixels,correct_pixels,noisy_pixels,accuracy,noise_ratio,mIoU,mean_precision,mean_recall,most_misclassified_class_id,most_misclassified_class_name,edge_error_pixels,non_edge_error_pixels,edge_total_pixels,edge_error_rate,non_edge_error_rate,Barren_gt_pixels,Barren_pred_pixels,Barren_iou,Barren_precision,Barren_recall,Barren_tp,Barren_fp,Barren_fn,Rangeland_gt_pixels,Rangeland_pred_pixels,Rangeland_iou,Rangeland_precision,Rangeland_recall,Rangeland_tp,Rangeland_fp,Rangeland_fn,Developed_gt_pixels,Developed_pred_pixels,Developed_iou,Developed_precision,Developed_recall,Developed_tp,Developed_fp,Developed_fn,Road_gt_pixels,Road_pred_pixels,Road_iou,Road_precision,Road_recall,Road_tp,Road_fp,Road_fn,Tree_gt_pixels,Tree_pred_pixels,Tree_iou,Tree_precision,Tree_recall,Tree_tp,Tree_fp,Tree_fn,Water_gt_pixels,Water_pred_pixels,Water_iou,Water_precision,Water_recall,Water_tp,Water_fp,Water_fn,Agriculture_gt_pixels,Agriculture_pred_pixels,Agriculture_iou,Agriculture_precision,Agriculture_recall,Agriculture_tp,Agriculture_fp,Agriculture_fn,Building_gt_pixels,Building_pred_pixels,Building_iou,Building_precision,Building_recall,Building_tp,Building_fp,Building_fn,confusion_rank1_gt,confusion_rank1_pred,confusion_rank1_pixels,confusion_rank2_gt,confusion_rank2_pred,confusion_rank2_pixels,confusion_rank3_gt,confusion_rank3_pred,confusion_rank3_pixels
svaneti_60.tif,train,1024,1024,999950,879184,120766,0.8792,0.1208,0.3269,0.4143,0.6969,1,Rangeland,17322,103444,34002,0.5094,0.1071,0,0,N/A,N/A,N/A,0,0,0,867323,842287,0.8783,0.9491,0.9217,799424,42863,67899,12262,49695,0.1576,0.1698,0.6880,8436,41259,3826,0,0,N/A,N/A,N/A,0,0,0,51461,42607,0.4466,0.6816,0.5643,29042,13565,22419,0,3613,0.0000,0.0000,N/A,0,3613,0,68904,61714,0.4786,0.6851,0.6136,42282,19432,26622,0,34,0.0000,0.0000,N/A,0,34,0,Rangeland,Developed,33543,Tree,Rangeland,20603,Rangeland,Agriculture,19432
kagera_31.tif,train,1024,1024,1033496,647433,386063,0.6264,0.3736,0.3128,0.4254,0.5786,1,Rangeland,77634,308429,137434,0.5649,0.3442,0,0,N/A,N/A,N/A,0,0,0,318816,336926,0.3566,0.5116,0.5406,172359,164567,146457,36235,28879,0.0838,0.1744,0.1390,5037,23842,31198,0,2761,0.0000,0.0000,N/A,0,2761,0,357191,452930,0.5585,0.6410,0.8128,290326,162604,66865,0,22,0.0000,0.0000,N/A,0,22,0,282500,168407,0.4759,0.8633,0.5146,145387,23020,137113,38754,43571,0.7151,0.7878,0.8857,34324,9247,4430,Rangeland,Tree,112517,Agriculture,Rangeland,86584,Tree,Rangeland,55514
ica_35.tif,train,1024,1024,1048576,736918,311658,0.7028,0.2972,0.3771,0.6060,0.4847,7,Building,67505,244153,137953,0.4893,0.2681,0,0,N/A,N/A,N/A,0,0,0,8537,1898,0.0352,0.1870,0.0416,355,1543,8182,278900,380416,0.3859,0.4826,0.6583,183593,196823,95307,123514,134083,0.5557,0.6862,0.7449,92009,42074,31505,23861,19277,0.5628,0.8059,0.6511,15535,3742,8326,65400,0,0.0000,N/A,0.0000,0,0,65400,0,0,N/A,N/A,N/A,0,0,0,548364,512902,0.7233,0.8684,0.8123,445426,67476,102938,Building,Developed,99402,Developed,Building,65829,Water,Developed,54385
lohur_24.tif,train,1024,1024,1048534,832706,215828,0.7942,0.2058,0.6019,0.7954,0.7092,2,Developed,75417,140411,144550,0.5217,0.1553,0,0,N/A,N/A,N/A,0,0,0,295518,315019,0.6605,0.7709,0.8218,242857,72162,52661,190983,194974,0.4810,0.6429,0.6564,125355,69619,65628,68195,47878,0.4644,0.7688,0.5398,36809,11069,31386,70065,43646,0.4940,0.8615,0.5366,37600,6046,32465,22795,19824,0.5281,0.7429,0.6461,14728,5096,8067,334137,368162,0.8459,0.8742,0.9632,321840,46322,12297,66841,59031,0.7396,0.9066,0.8007,53517,5514,13324,Developed,Rangeland,35386,Road,Developed,29177,Rangeland,Agriculture,26875
daressalaam_72.tif,train,1024,1024,1048576,814405,234171,0.7767,0.2233,0.4766,0.6470,0.6683,2,Developed,82622,151549,161683,0.5110,0.1709,0,124,0.0000,0.0000,N/A,0,124,0,424555,489107,0.7089,0.7749,0.8928,379024,110083,45531,190203,142041,0.4453,0.7207,0.5382,102367,39674,87836,48262,39174,0.5707,0.8110,0.6583,31769,7405,16493,229047,230663,0.6523,0.7868,0.7924,181492,49171,47555,0,0,N/A,N/A,N/A,0,0,0,26311,11321,0.2231,0.6063,0.2609,6864,4457,19447,130198,136146,0.7356,0.8292,0.8671,112889,23257,17309,Developed,Rangeland,50290,Tree,Rangeland,39612,Rangeland,Tree,30922
tonga_32.tif,train,1024,1024,1048576,691918,356658,0.6599,0.3401,0.3695,0.4732,0.7808,1,Rangeland,42377,314281,77832,0.5445,0.3238,0,285,0.0000,0.0000,N/A,0,285,0,611322,375693,0.4999,0.8756,0.5381,328959,46734,282363,174687,258114,0.6289,0.6474,0.9565,167094,91020,7593,10534,8467,0.5407,0.7875,0.6330,6668,1799,3866,169887,248176,0.3863,0.4694,0.6857,116490,131686,53397,8258,80057,0.1030,0.1031,0.9990,8250,71807,8,0,6404,0.0000,0.0000,N/A,0,6404,0,73888,71380,0.7976,0.9030,0.8724,64457,6923,9431,Rangeland,Tree,130874,Rangeland,Developed,77674,Rangeland,Water,62629
lodzkie_9.tif,train,1024,1024,1048576,770141,278435,0.7345,0.2655,0.4606,0.5588,0.7751,6,Agriculture,13906,264529,27497,0.5057,0.2591,0,0,N/A,N/A,N/A,0,0,0,102329,133824,0.3812,0.4871,0.6370,65182,68642,37147,11061,15464,0.4856,0.5607,0.7838,8670,6794,2391,14437,17251,0.6155,0.6998,0.8363,12073,5178,2364,113283,267923,0.3493,0.3683,0.8711,98684,169239,14599,0,54,0.0000,0.0000,N/A,0,54,0,788289,595787,0.7006,0.9571,0.7234,570213,25574,218076,19177,18273,0.6922,0.8383,0.7988,15319,2954,3858,Agriculture,Tree,153711,Agriculture,Rangeland,62259,Rangeland,Agriculture,15151
western_24.tif,train,1024,1024,1036206,267962,768244,0.2586,0.7414,0.1465,0.3834,0.4709,1,Rangeland,71714,696530,101597,0.7059,0.7453,151739,94276,0.2372,0.5003,0.3108,47166,47110,104573,587208,130449,0.1980,0.9094,0.2020,118631,11818,468577,19466,424983,0.0438,0.0439,0.9585,18658,406325,808,11035,4861,0.2771,0.7095,0.3126,3449,1412,7586,62788,316783,0.1835,0.1858,0.9373,58852,257931,3936,203970,63287,0.0862,0.3351,0.1040,21206,42081,182764,0,0,N/A,N/A,N/A,0,0,0,0,1567,0.0000,0.0000,N/A,0,1567,0,Rangeland,Tree,256066,Water,Developed,163294,Rangeland,Developed,132607
aachen_56.tif,train,1000,1000,1000000,662378,337622,0.6624,0.3376,0.3923,0.5308,0.6671,1,Rangeland,95950,241672,175777,0.5459,0.2932,0,0,N/A,N/A,N/A,0,0,0,425680,266716,0.5012,0.8668,0.5431,231180,35536,194500,169212,252211,0.3654,0.4472,0.6665,112786,139425,56426,79638,65488,0.4862,0.7249,0.5961,47475,18013,32163,62892,96897,0.3470,0.4248,0.6544,41159,55738,21733,0,0,N/A,N/A,N/A,0,0,0,0,78,0.0000,0.0000,N/A,0,78,0,262578,318610,0.6539,0.7212,0.8751,229778,88832,32800,Rangeland,Developed,82550,Rangeland,Building,57914,Rangeland,Tree,50334
ica_12.tif,train,1024,1024,1048576,713625,334951,0.6806,0.3194,0.3775,0.7520,0.4862,0,Barren,38482,296469,83316,0.4619,0.3071,218482,8,0.0000,1.0000,0.0000,8,0,218474,18494,13974,0.3257,0.5708,0.4313,7976,5998,10518,606348,867695,0.6376,0.6614,0.9465,573917,293778,32431,27174,27389,0.4689,0.6359,0.6409,17417,9972,9757,67731,63951,0.7100,0.8550,0.8073,54676,9275,13055,0,0,N/A,N/A,N/A,0,0,0,7128,0,0.0000,N/A,0.0000,0,0,7128,103219,75559,0.5005,0.7892,0.5777,59631,15928,43588,Barren,Developed,214625,Building,Developed,43372,Developed,Building,15762
malopolskie_19.tif,train,1024,1024,1048576,735301,313275,0.7012,0.2988,0.4240,0.5472,0.7320,6,Agriculture,31115,282160,50492,0.6162,0.2827,0,0,N/A,N/A,N/A,0,0,0,149549,62648,0.2046,0.5752,0.2410,36037,26611,113512,54923,236808,0.1881,0.1951,0.8411,46195,190613,8728,25243,31228,0.7502,0.7751,0.9589,24206,7022,1037,64408,52246,0.6688,0.8948,0.7259,46752,5494,17656,0,1189,0.0000,0.0000,N/A,0,1189,0,721193,604269,0.7172,0.9161,0.7676,553594,50675,167599,33260,60188,0.4392,0.4738,0.8574,28517,31671,4743,Agriculture,Developed,130874,Rangeland,Developed,51452,Rangeland,Agriculture,44900
mahe_31.tif,train,1024,1024,1048576,808686,239890,0.7712,0.2288,0.4415,0.5444,0.7731,1,Rangeland,88159,151731,166109,0.5307,0.1719,0,4853,0.0000,0.0000,N/A,0,4853,0,228494,144886,0.4419,0.7897,0.5008,114423,30463,114071,451930,481936,0.7005,0.7982,0.8512,384679,97257,67251,136411,143664,0.6521,0.7695,0.8104,110546,33118,25865,86497,133356,0.4785,0.5336,0.8226,71153,62203,15344,0,838,0.0000,0.0000,N/A,0,838,0,0,0,N/A,N/A,N/A,0,0,0,145244,139043,0.8177,0.9198,0.8805,127885,11158,17359,Rangeland,Tree,52572,Rangeland,Developed,49937,Developed,Road,28563
accra_57.tif,train,1024,1024,1048576,607836,440740,0.5797,0.4203,0.2233,0.4454,0.3715,5,Water,45337,395403,79869,0.5676,0.4082,0,0,N/A,N/A,N/A,0,0,0,676013,665302,0.5790,0.7392,0.7275,491822,173480,184191,625,21893,0.0000,0.0000,0.0000,0,21893,625,6009,1749,0.2477,0.8805,0.2563,1540,209,4469,108714,103943,0.6117,0.7765,0.7424,80714,23229,28000,257215,46771,0.1249,0.7218,0.1313,33760,13011,223455,0,208906,0.0000,0.0000,N/A,0,208906,0,0,12,0.0000,0.0000,N/A,0,12,0,Rangeland,Agriculture,151663,Water,Rangeland,141637,Water,Agriculture,56714
paris_52.tif,train,650,650,422499,222234,200265,0.5260,0.4740,0.2600,0.4491,0.4487,1,Rangeland,43779,156486,70388,0.6220,0.4444,0,0,N/A,N/A,N/A,0,0,0,190882,94661,0.3613,0.8005,0.3970,75779,18882,115103,73941,110358,0.2311,0.3135,0.4679,34598,75760,39343,45048,44980,0.6777,0.8085,0.8073,36366,8614,8682,29213,15731,0.1216,0.3098,0.1668,4873,10858,24340,640,0,0.0000,N/A,0.0000,0,0,640,0,4026,0.0000,0.0000,N/A,0,4026,0,82775,152743,0.4282,0.4623,0.8531,70618,82125,12157,Rangeland,Developed,53253,Rangeland,Building,47035,Developed,Building,27934
kampala_5.tif,train,1024,1024,1048576,790517,258059,0.7539,0.2461,0.4154,0.5409,0.6382,2,Developed,67664,190395,136421,0.4960,0.2087,0,0,N/A,N/A,N/A,0,0,0,199909,206443,0.5891,0.7297,0.7535,150640,55803,49269,356089,364257,0.6268,0.7620,0.7794,277546,86711,78543,61822,60324,0.4988,0.6738,0.6575,40648,19676,21174,125288,81896,0.4076,0.7326,0.4788,59994,21902,65294,4094,23802,0.0453,0.0508,0.2956,1210,22592,2884,0,790,0.0000,0.0000,N/A,0,790,0,301374,311064,0.7401,0.8374,0.8643,260479,50585,40895,Developed,Building,47077,Tree,Rangeland,43288,Building,Developed,38443
shanghai_25.tif,train,650,650,422500,254887,167613,0.6033,0.3967,0.1632,0.3204,0.3219,2,Developed,7131,160482,13284,0.5368,0.3922,0,0,N/A,N/A,N/A,0,0,0,0,78856,0.0000,0.0000,N/A,0,78856,0,327933,282135,0.5747,0.7892,0.6790,222659,59476,105274,29136,10720,0.1635,0.5224,0.1922,5600,5120,23536,1472,103,0.0000,0.0000,0.0000,0,103,1472,0,22064,0.0000,0.0000,N/A,0,22064,0,0,17,0.0000,0.0000,N/A,0,17,0,63959,28605,0.4038,0.9309,0.4163,26628,1977,37331,Developed,Rangeland,76016,Building,Developed,35143,Road,Developed,23520
vegas_44.tif,train,650,650,422500,273067,149433,0.6463,0.3537,0.5057,0.6387,0.6758,2,Developed,14891,134542,25424,0.5857,0.3388,0,0,N/A,N/A,N/A,0,0,0,36665,83870,0.2219,0.2610,0.5971,21891,61979,14774,199519,174374,0.4968,0.7117,0.6220,124105,50269,75414,108338,85537,0.3905,0.6365,0.5025,54444,31093,53894,9312,10514,0.4832,0.6143,0.6936,6459,4055,2853,0,0,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,0,0,0,68666,68205,0.9359,0.9701,0.9636,66168,2037,2498,Developed,Rangeland,40903,Road,Developed,33648,Developed,Road,30502
duesseldorf_55.tif,train,1000,1000,999999,672570,327429,0.6726,0.3274,0.4452,0.6680,0.6006,1,Rangeland,100618,226811,181075,0.5557,0.2770,0,0,N/A,N/A,N/A,0,0,0,350276,207619,0.4143,0.7871,0.4665,163418,44201,186858,104822,163467,0.2890,0.3680,0.5739,60159,103308,44663,92188,75427,0.5574,0.7954,0.6508,59992,15435,32196,115393,143232,0.4179,0.5322,0.6606,76228,67004,39165,621,0,0.0000,N/A,0.0000,0,0,621,190134,236583,0.7304,0.7613,0.9473,180121,56462,10013,146565,173671,0.7072,0.7638,0.9051,132652,41019,13913,Rangeland,Tree,61350,Rangeland,Developed,57763,Rangeland,Agriculture,45371
kagera_57.tif,train,1024,1024,1048576,700824,347752,0.6684,0.3316,0.3993,0.5454,0.6130,1,Rangeland,73684,274068,139113,0.5297,0.3014,0,0,N/A,N/A,N/A,0,0,0,377671,223103,0.3317,0.6707,0.3962,149643,73460,228028,32620,8425,0.0451,0.2104,0.0544,1773,6652,30847,38310,37634,0.6326,0.7819,0.7681,29427,8207,8883,419742,637142,0.5919,0.6168,0.9362,392963,244179,26779,0,2792,0.0000,0.0000,N/A,0,2792,0,168577,122953,0.6741,0.9547,0.6963,117384,5569,51193,11656,16527,0.5194,0.5829,0.8265,9634,6893,2022,Rangeland,Tree,218051,Agriculture,Rangeland,26175,Tree,Rangeland,24306
bielefeld_43.tif,train,1000,1000,1000000,670785,329215,0.6708,0.3292,0.4097,0.6413,0.5762,1,Rangeland,113417,215798,210754,0.5381,0.2734,0,0,N/A,N/A,N/A,0,0,0,380779,289880,0.4752,0.7452,0.5673,216023,73857,164756,140803,114320,0.3738,0.6072,0.4930,69414,44906,71389,37553,50647,0.4594,0.5482,0.7393,27763,22884,9790,344913,421258,0.5674,0.6584,0.8042,277366,143892,67547,1937,0,0.0000,N/A,0.0000,0,0,1937,0,0,N/A,N/A,N/A,0,0,0,94015,123895,0.5826,0.6475,0.8533,80219,43676,13796,Rangeland,Tree,131499,Tree,Rangeland,51648,Developed,Building,28922
paris_11.tif,train,650,650,422500,233835,188665,0.5535,0.4465,0.2995,0.4409,0.5890,1,Rangeland,37621,151044,63987,0.5879,0.4213,0,0,N/A,N/A,N/A,0,0,0,129221,63597,0.3275,0.7481,0.3682,47574,16023,81647,105118,101376,0.2815,0.4475,0.4315,45361,56015,59757,63410,52922,0.6236,0.8443,0.7047,44683,8239,18727,38991,43937,0.3792,0.5189,0.5847,22799,21138,16192,0,7,0.0000,0.0000,N/A,0,7,0,0,21452,0.0000,0.0000,N/A,0,21452,0,85760,139209,0.4844,0.5274,0.8561,73418,65791,12342,Developed,Building,43348,Rangeland,Developed,25046,Rangeland,Building,19068
mahe_12.tif,train,1024,1024,1041272,699792,341480,0.6721,0.3279,0.3344,0.5541,0.5256,5,Water,25981,315499,47511,0.5468,0.3175,6200,0,0.0000,N/A,0.0000,0,0,6200,75725,42314,0.2286,0.5190,0.2900,21961,20353,53764,265293,549421,0.4601,0.4673,0.9677,256733,292688,8560,9779,11479,0.3059,0.4337,0.5092,4979,6500,4800,25244,26788,0.3869,0.5419,0.5750,14516,12272,10728,635382,389762,0.5996,0.9860,0.6048,384288,5474,251094,0,2907,0.0000,0.0000,N/A,0,2907,0,23649,18601,0.6944,0.9309,0.7322,17315,1286,6334,Water,Developed,232127,Rangeland,Developed,40581,Water,Rangeland,15880
chisinau_56.tif,train,1024,1024,1048576,845000,203576,0.8059,0.1941,0.4704,0.7832,0.5608,2,Developed,56467,147109,116107,0.4863,0.1578,0,0,N/A,N/A,N/A,0,0,0,30680,8683,0.2086,0.7824,0.2214,6794,1889,23886,297635,340069,0.5542,0.6686,0.7640,227384,112685,70251,86769,79639,0.5110,0.7066,0.6486,56275,23364,30494,164081,163322,0.7318,0.8471,0.8432,138346,24976,25735,537,0,0.0000,N/A,0.0000,0,0,537,0,0,N/A,N/A,N/A,0,0,0,468874,456863,0.8168,0.9110,0.8877,416201,40662,52673,Building,Developed,49570,Developed,Building,37695,Road,Developed,27348
ulaanbaatar_43.tif,train,1024,1024,1001521,543045,458476,0.5422,0.4578,0.2228,0.3954,0.4191,1,Rangeland,79422,379054,144702,0.5489,0.4424,146125,0,0.0000,N/A,0.0000,0,0,146125,353518,180147,0.4531,0.9237,0.4707,166407,13740,187111,355505,658886,0.4086,0.4466,0.8277,294259,364627,61246,52940,80340,0.2696,0.3523,0.5346,28301,52039,24639,1954,13268,0.0564,0.0613,0.4161,813,12455,1141,1673,1204,0.0573,0.1296,0.0932,156,1048,1517,0,5509,0.0000,0.0000,N/A,0,5509,0,89806,62167,0.5372,0.8543,0.5914,53109,9058,36697,Rangeland,Developed,164544,Barren,Developed,140341,Developed,Road,46641
lodzkie_17.tif,train,1024,1024,1048576,752882,295694,0.7180,0.2820,0.3841,0.4629,0.7119,6,Agriculture,7354,288340,12177,0.6039,0.2782,0,0,N/A,N/A,N/A,0,0,0,37416,71744,0.2842,0.3367,0.6456,24155,47589,13261,9925,10846,0.3421,0.4881,0.5334,5294,5552,4631,8862,14220,0.4766,0.5239,0.8407,7450,6770,1412,4253,234098,0.0102,0.0102,0.5641,2399,231699,1854,0,473,0.0000,0.0000,N/A,0,473,0,966105,692962,0.7159,0.9989,0.7165,692201,761,273904,22015,24233,0.8600,0.8824,0.9713,21383,2850,632,Agriculture,Tree,223566,Agriculture,Rangeland,43038,Rangeland,Tree,8124
kagera_30.tif,train,1024,1024,1048576,643711,404865,0.6139,0.3861,0.3898,0.5619,0.5111,1,Rangeland,92838,312027,168539,0.5508,0.3546,0,0,N/A,N/A,N/A,0,0,0,411450,448641,0.4153,0.5626,0.6134,252389,196252,159061,54291,67833,0.2689,0.3816,0.4767,25882,41951,28409,45433,34245,0.4366,0.7071,0.5330,24216,10029,21217,330570,369568,0.5127,0.6421,0.7178,237296,132272,93274,148,1218,0.0000,0.0000,0.0000,0,1218,148,147841,66613,0.3183,0.7773,0.3502,51777,14836,96064,58843,60458,0.7766,0.8626,0.8863,52151,8307,6692,Rangeland,Tree,110985,Tree,Rangeland,84297,Agriculture,Rangeland,76956
zachodniopomorskie_8.tif,train,1024,1024,1048576,957921,90655,0.9135,0.0865,0.4317,0.5270,0.4726,1,Rangeland,13647,77008,20852,0.6545,0.0749,0,0,N/A,N/A,N/A,0,0,0,62467,2890,0.0183,0.4069,0.0188,1176,1714,61291,20057,65,0.0001,0.0308,0.0001,2,63,20055,11,123,0.0000,0.0000,0.0000,0,123,11,533097,539192,0.9579,0.9730,0.9841,524614,14578,8483,429635,503236,0.8528,0.8532,0.9994,429372,73864,263,0,0,N/A,N/A,N/A,0,0,0,3309,3070,0.7612,0.8980,0.8332,2757,313,552,Rangeland,Water,47215,Developed,Water,18468,Rangeland,Tree,13738
slaskie_36.tif,train,1024,1024,1048576,924655,123921,0.8818,0.1182,0.4713,0.6129,0.6614,4,Tree,32240,91681,64860,0.4971,0.0932,0,0,N/A,N/A,N/A,0,0,0,786458,831634,0.8638,0.9017,0.9535,749925,81709,36533,1265,6886,0.0583,0.0652,0.3549,449,6437,816,41973,29050,0.3520,0.6366,0.4406,18492,10558,23481,147635,127787,0.6243,0.8284,0.7170,105859,21928,41776,50964,32969,0.6266,0.9807,0.6344,32334,635,18630,0,201,0.0000,0.0000,N/A,0,201,0,20281,20049,0.7740,0.8776,0.8676,17596,2453,2685,Tree,Rangeland,40745,Road,Rangeland,20975,Rangeland,Tree,20052
santiago_41.tif,train,1024,1024,1048576,691081,357495,0.6591,0.3409,0.3814,0.6463,0.5162,1,Rangeland,89164,268331,142196,0.6270,0.2960,0,0,N/A,N/A,N/A,0,0,0,133533,4703,0.0216,0.6202,0.0218,2917,1786,130616,141315,344613,0.2401,0.2730,0.6657,94074,250539,47241,161950,157714,0.6657,0.8101,0.7889,127760,29954,34190,62193,27383,0.2509,0.6561,0.2889,17965,9418,44228,0,0,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,0,0,0,549585,514163,0.7286,0.8720,0.8158,448365,65798,101220,Building,Developed,99765,Rangeland,Developed,87105,Tree,Developed,32945
lubuskie_5.tif,train,1024,1024,1048576,817326,231250,0.7795,0.2205,0.3163,0.4541,0.5104,1,Rangeland,22470,208780,42257,0.5317,0.2075,0,0,N/A,N/A,N/A,0,0,0,467950,343469,0.5804,0.8676,0.6368,297979,45490,169971,14018,17,0.0000,0.0000,0.0000,0,17,14018,18505,11297,0.2887,0.5910,0.3608,6676,4621,11829,546287,639693,0.7585,0.7997,0.9364,511549,128144,34738,0,288,0.0000,0.0000,N/A,0,288,0,0,52593,0.0000,0.0000,N/A,0,52593,0,1816,1219,0.5865,0.9204,0.6178,1122,97,694,Rangeland,Tree,117114,Rangeland,Agriculture,50398,Tree,Rangeland,34670
vienna_70.tif,train,1000,1000,1000000,737253,262747,0.7373,0.2627,0.4693,0.6179,0.6952,2,Developed,53554,209193,100960,0.5304,0.2327,0,0,N/A,N/A,N/A,0,0,0,74021,42184,0.4400,0.8417,0.4797,35508,6676,38513,263159,257298,0.4038,0.5819,0.5689,149718,107580,113441,135784,140182,0.4615,0.6216,0.6417,87138,53044,48646,205942,233379,0.7910,0.8314,0.9421,194022,39357,11920,0,857,0.0000,0.0000,N/A,0,857,0,0,0,N/A,N/A,N/A,0,0,0,321094,326100,0.7198,0.8306,0.8436,270867,55233,50227,Developed,Building,50835,Building,Developed,48122,Developed,Road,46558
tokyo_49.tif,train,1024,1024,1048570,719969,328601,0.6866,0.3134,0.4639,0.6659,0.6476,2,Developed,79848,248753,150427,0.5308,0.2770,0,0,N/A,N/A,N/A,0,0,0,17141,100771,0.1121,0.1179,0.6931,11881,88890,5260,377765,423867,0.5238,0.6501,0.7294,275559,148308,102206,131563,71789,0.3590,0.7482,0.4083,53714,18075,77849,57819,50072,0.4915,0.7100,0.6149,35552,14520,22267,0,0,N/A,N/A,N/A,0,0,0,173938,116581,0.6249,0.9583,0.6423,111725,4856,62213,290344,285490,0.6725,0.8110,0.7975,231538,53952,58806,Road,Developed,71680,Building,Developed,55897,Developed,Building,50566
sechura_32.tif,train,1024,1024,1048576,597733,450843,0.5700,0.4300,0.3734,0.5771,0.5885,0,Barren,66631,384212,122367,0.5445,0.4148,250709,0,0.0000,N/A,0.0000,0,0,250709,32538,16447,0.1216,0.3229,0.1632,5311,11136,27227,231902,570724,0.3077,0.3309,0.8143,188848,381876,43054,168917,135159,0.6551,0.8905,0.7125,120356,14803,48561,73289,60581,0.5230,0.7588,0.6273,45971,14610,27318,571,2157,0.2606,0.2615,0.9877,564,1593,7,0,0,N/A,N/A,N/A,0,0,0,290650,263508,0.7455,0.8982,0.8143,236683,26825,53967,Barren,Developed,242269,Building,Developed,53373,Road,Developed,47032
kyoto_63.tif,train,1024,1024,1048436,619963,428473,0.5913,0.4087,0.3503,0.6951,0.4857,6,Agriculture,99523,328950,173152,0.5748,0.3758,0,0,N/A,N/A,N/A,0,0,0,117968,71725,0.3353,0.6641,0.4038,47633,24092,70335,268696,542159,0.3947,0.4232,0.8539,229452,312707,39244,128478,92400,0.4337,0.7231,0.5201,66815,25585,61663,69814,92340,0.5029,0.5876,0.7773,54263,38077,15551,8817,0,0.0000,N/A,0.0000,0,0,8817,174689,27764,0.1380,0.8842,0.1405,24549,3215,150140,279974,222048,0.6472,0.8883,0.7045,197251,24797,82723,Agriculture,Developed,131213,Building,Developed,80928,Road,Developed,57588
austin_43.tif,train,1000,1000,1000000,640477,359523,0.6405,0.3595,0.4074,0.6690,0.5475,1,Rangeland,88547,270976,151191,0.5857,0.3192,0,0,N/A,N/A,N/A,0,0,0,295826,129863,0.3028,0.7620,0.3345,98950,30913,196876,89414,179635,0.2356,0.2856,0.5737,51301,128334,38113,145829,135742,0.7085,0.8602,0.8007,116764,18978,29065,339075,430715,0.5531,0.6365,0.8085,274135,156580,64940,501,0,0.0000,N/A,0.0000,0,0,501,0,0,N/A,N/A,N/A,0,0,0,129355,124045,0.6447,0.8007,0.7679,99327,24718,30028,Rangeland,Tree,127671,Rangeland,Developed,59605,Tree,Developed,30822
lima_46.tif,train,1024,1024,1048576,410470,638106,0.3915,0.6085,0.2105,0.3715,0.3800,0,Barren,37786,600320,74099,0.5099,0.6160,346225,1691,0.0000,0.0012,0.0000,2,1689,346223,0,72622,0.0000,0.0000,N/A,0,72622,0,330477,622945,0.3602,0.4053,0.7640,252481,370464,77996,156697,152355,0.5866,0.7500,0.7292,114267,38088,42430,5074,35,0.0000,0.0000,0.0000,0,35,5074,184945,29797,0.1480,0.9292,0.1497,27687,2110,157258,0,151042,0.0000,0.0000,N/A,0,151042,0,25158,18089,0.5891,0.8863,0.6373,16033,2056,9125,Barren,Developed,228552,Barren,Agriculture,107246,Water,Developed,91657
malopolskie_30.tif,train,1024,1024,1048504,811100,237404,0.7736,0.2264,0.3982,0.5647,0.5657,1,Rangeland,19370,218034,32942,0.5880,0.2147,0,0,N/A,N/A,N/A,0,0,0,182828,114889,0.2749,0.5587,0.3511,64194,50695,118634,5596,7618,0.2971,0.3973,0.5409,3027,4591,2569,853,8024,0.0528,0.0555,0.5217,445,7579,408,239509,263842,0.6697,0.7652,0.8429,201885,61957,37624,53427,29243,0.1633,0.3968,0.2172,11604,17639,41823,561419,622026,0.8036,0.8477,0.9392,527279,94747,34140,4872,2862,0.5260,0.9315,0.5472,2666,196,2206,Rangeland,Agriculture,60770,Rangeland,Tree,50728,Tree,Rangeland,21270
wielkopolskie_22.tif,train,1024,1024,1048576,823048,225528,0.7849,0.2151,0.5582,0.8047,0.6706,2,Developed,58616,166912,116945,0.5012,0.1792,0,0,N/A,N/A,N/A,0,0,0,332526,352746,0.7065,0.8043,0.8532,283708,69038,48818,349771,368961,0.6311,0.7537,0.7951,278096,90865,71675,119650,83702,0.4634,0.7693,0.5382,64393,19309,55257,64594,75087,0.4713,0.5959,0.6926,44741,30346,19853,445,137,0.3079,1.0000,0.3079,137,0,308,0,0,N/A,N/A,N/A,0,0,0,181590,167943,0.7692,0.9049,0.8369,151973,15970,29617,Road,Developed,51152,Developed,Rangeland,46289,Rangeland,Tree,27251
vienna_13.tif,train,1000,1000,1000000,821634,178366,0.8216,0.1784,0.4922,0.6205,0.7217,7,Building,35386,142980,70984,0.4985,0.1539,0,0,N/A,N/A,N/A,0,0,0,29770,19167,0.3547,0.6685,0.4304,12814,6353,16956,212160,258319,0.4953,0.6033,0.7346,155844,102475,56316,75592,87420,0.4885,0.6120,0.7077,53497,33923,22095,87044,83965,0.7683,0.8849,0.8536,74301,9664,12743,0,0,N/A,N/A,N/A,0,0,0,0,742,0.0000,0.0000,N/A,0,742,0,595434,550387,0.8462,0.9542,0.8820,525178,25209,70256,Building,Developed,67366,Developed,Road,30918,Developed,Building,20252
