filename,split,region,noise_ratio,dominant_error,tsne_x,tsne_y
khartoum_65.tif,train,khartoum,0.4031,Rangeland,60.4640,2.3916
accra_11.tif,train,accra,0.5061,Tree,55.9988,10.2128
tyrolw_4.tif,train,tyrolw,0.2672,Bareland,-43.6416,6.0435
chiclayo_50.tif,train,chiclayo,0.1250,Tree,-47.8298,-24.6175
pisco_9.tif,train,pisco,0.4218,Building,-53.1567,-8.1911
baybay_48.tif,train,baybay,0.1417,Rangeland,-38.1745,-18.3486
accra_16.tif,train,accra,0.2633,Road,34.0492,-11.0446
monrovia_19.tif,train,monrovia,0.2363,Rangeland,44.7232,-9.0005
rio_46.tif,train,rio,0.3410,Road,46.8382,11.0241
daressalaam_76.tif,train,daressalaam,0.2050,Developed,-0.6652,46.8998
tokyo_42.tif,train,tokyo,0.3869,Bareland,-2.3461,-17.3091
dolnoslaskie_37.tif,train,dolnoslaskie,0.1830,Developed,-17.6655,44.3281
bielefeld_32.tif,train,bielefeld,0.3429,Rangeland,-18.9987,-19.0637
shanghai_6.tif,train,shanghai,0.4750,Rangeland,58.6391,3.3390
pomorskie_8.tif,train,pomorskie,0.2310,Water,-46.4577,-9.1513
slaskie_13.tif,train,slaskie,0.2497,Agriculture,-16.8169,-19.1500
vienna_10.tif,train,vienna,0.0696,Road,-15.4360,48.2036
zanzibar_3.tif,train,zanzibar,0.3700,Road,-19.8739,5.8114
vienna_56.tif,train,vienna,0.2443,Water,22.8634,15.9169
kagera_1.tif,train,kagera,0.3706,Developed,-25.5808,-0.6305
sechura_35.tif,train,sechura,0.1987,Rangeland,55.5809,-7.9517
dortmund_24.tif,train,dortmund,0.2917,Water,-14.3726,-24.0426
lambayeque_33.tif,train,lambayeque,0.2962,Rangeland,-10.1639,-43.7847
sechura_19.tif,train,sechura,0.2598,Bareland,-5.7307,49.1238
santiago_34.tif,train,santiago,0.4694,Water,22.2279,28.5742
zanzibar_144.tif,train,zanzibar,0.3239,Bareland,4.2224,4.7247
vienna_12.tif,train,vienna,0.2503,Water,13.2088,13.5560
wielkopolskie_19.tif,train,wielkopolskie,0.1885,Water,8.6595,0.8603
santiago_37.tif,train,santiago,0.2856,Rangeland,45.5378,2.8339
tonga_12.tif,train,tonga,0.3524,Tree,-3.2984,43.5537
melbourne_15.tif,train,melbourne,0.2736,Water,18.2276,14.0420
svaneti_6.tif,train,svaneti,0.1621,Developed,-19.7232,2.6595
ulaanbaatar_20.tif,train,ulaanbaatar,0.2837,Water,33.6034,2.3720
rotterdam_46.tif,train,rotterdam,0.4370,Building,32.3703,-16.3931
wielkopolskie_10.tif,train,wielkopolskie,0.1179,Bareland,-45.2336,-29.7085
niamey_9.tif,train,niamey,0.2766,Agriculture,-5.4171,-43.2783
dhaka_18.tif,train,dhaka,0.2337,Rangeland,1.2220,46.3501
kitsap_50.tif,train,kitsap,0.2207,Water,19.6644,8.4221
ngaoundere_49.tif,train,ngaoundere,0.4198,Agriculture,-13.9221,-18.0346
ngaoundere_38.tif,train,ngaoundere,0.4270,Bareland,-1.9642,-11.1723
lima_8.tif,train,lima,0.3206,Bareland,0.6332,-20.3336
santiago_31.tif,train,santiago,0.3593,Water,25.5995,29.0933
shanghai_57.tif,train,shanghai,0.4124,Water,26.4323,29.9054
shanghai_50.tif,train,shanghai,0.4416,Tree,-3.4937,46.2328
daressalaam_8.tif,train,daressalaam,0.2365,Bareland,7.6500,19.7359
christchurch_8.tif,train,christchurch,0.1943,Water,9.6787,-0.5850
daressalaam_39.tif,train,daressalaam,0.4070,Bareland,18.2388,24.8301
coxsbazar_3.tif,train,coxsbazar,0.3845,Water,-9.8453,-29.0213
dolnoslaskie_36.tif,train,dolnoslaskie,0.3973,Bareland,-14.2033,43.0941
lima_21.tif,train,lima,0.2361,Tree,62.9389,-2.6106
kagera_23.tif,train,kagera,0.3687,Road,-19.6422,-0.7596
muenster_32.tif,train,muenster,0.2931,Water,-8.0497,-27.3677
malopolskie_9.tif,train,malopolskie,0.0781,Tree,-43.3007,-24.6452
mahe_33.tif,train,mahe,0.2448,Bareland,25.2283,4.5421
accra_50.tif,train,accra,0.3796,Water,33.7108,4.1562
chisinau_10.tif,train,chisinau,0.1592,Tree,52.9206,-5.8776
zanzibar_137.tif,train,zanzibar,0.4690,Bareland,-0.3371,24.9587
daressalaam_83.tif,train,daressalaam,0.2120,Road,42.9639,-7.2325
chiangmai_10.tif,train,chiangmai,0.2180,Rangeland,-6.3571,40.7179
rio_48.tif,train,rio,0.3350,Rangeland,46.9779,10.2827
dolnoslaskie_23.tif,train,dolnoslaskie,0.3115,Developed,-17.5364,-10.7027
daressalaam_69.tif,train,daressalaam,0.3305,Water,22.8657,23.7347
kagera_28.tif,train,kagera,0.4826,Agriculture,-28.0836,-2.9443
chiclayo_5.tif,train,chiclayo,0.2446,Rangeland,-22.2987,30.1515
zanzibar_38.tif,train,zanzibar,0.3468,Developed,-28.9004,5.2366
bielefeld_31.tif,train,bielefeld,0.3350,Water,-26.5676,-20.2201
dhaka_60.tif,train,dhaka,0.2378,Road,1.5083,48.8479
zanzibar_1.tif,train,zanzibar,0.2033,Road,6.0097,-8.6323
chincha_24.tif,train,chincha,0.3692,Water,-11.2604,-35.0229
khartoum_39.tif,train,khartoum,0.4238,Road,64.1058,0.4928
ngaoundere_66.tif,train,ngaoundere,0.4611,Bareland,-16.1417,15.4147
tonga_63.tif,train,tonga,0.3171,Water,15.8538,7.0491
piura_26.tif,train,piura,0.3617,Rangeland,50.0599,5.6089
monrovia_37.tif,train,monrovia,0.2925,Agriculture,-0.1041,-26.3557
slaskie_2.tif,train,slaskie,0.1000,Tree,-32.6207,2.6571
bielefeld_21.tif,train,bielefeld,0.3173,Water,17.4875,21.6081
santiago_66.tif,train,santiago,0.3626,Water,1.3028,14.0380
swietokrzyskie_36.tif,train,swietokrzyskie,0.1337,Tree,-44.3822,-26.0705
lima_25.tif,train,lima,0.1121,Rangeland,-22.6199,30.3952
slaskie_6.tif,train,slaskie,0.2829,Bareland,-19.6296,43.6337
dortmund_43.tif,train,dortmund,0.1522,Road,-14.9307,6.9132
aachen_67.tif,train,aachen,0.2058,Water,-33.5230,-12.0202
santiago_22.tif,train,santiago,0.4257,Bareland,-1.1649,25.0174
ngaoundere_4.tif,train,ngaoundere,0.3722,Rangeland,-12.2669,-16.3730
mahe_9.tif,train,mahe,0.2121,Water,7.6829,29.1209
santiago_17.tif,train,santiago,0.3562,Water,9.9461,15.5608
lambayeque_48.tif,train,lambayeque,0.2925,Rangeland,45.2602,-14.7145
santiago_44.tif,train,santiago,0.3279,Bareland,8.4939,4.8302
pisco_12.tif,train,pisco,0.8196,Agriculture,-17.3592,22.6990
tokyo_51.tif,train,tokyo,0.3116,Water,-13.0897,-32.1676
ngaoundere_11.tif,train,ngaoundere,0.3227,Rangeland,-6.3171,-42.1508
slaskie_1.tif,train,slaskie,0.1924,Rangeland,-31.6047,-25.6747
svaneti_2.tif,train,svaneti,0.3806,Bareland,-11.6746,-2.0571
muenster_44.tif,train,muenster,0.1817,Water,-28.4421,-25.4501
ngaoundere_15.tif,train,ngaoundere,0.4129,Bareland,-5.7379,-14.9465
dortmund_30.tif,train,dortmund,0.2627,Water,17.7368,11.5628
daressalaam_16.tif,train,daressalaam,0.4298,Water,11.4773,22.8103
wielkopolskie_39.tif,train,wielkopolskie,0.0857,Water,-38.6422,-20.6321
tyrolw_39.tif,train,tyrolw,0.2095,Road,-29.3963,-30.6407
lohur_6.tif,train,lohur,0.1441,Water,-44.6924,-21.7822
rio_55.tif,train,rio,0.3461,Road,45.8706,11.8849
zanzibar_136.tif,train,zanzibar,0.3939,Tree,6.8777,-16.0291
chiclayo_38.tif,train,chiclayo,0.4429,Bareland,-7.0323,15.7772
kujawsko-pomorskie_13.tif,train,kujawsko-pomorskie,0.2527,Tree,14.6082,-5.1192
rio_17.tif,train,rio,0.3314,Tree,43.8426,5.7216
chisinau_35.tif,train,chisinau,0.2523,Rangeland,49.2266,-13.3641
pomorskie_34.tif,train,pomorskie,0.3581,Rangeland,-4.7497,6.8544
ica_23.tif,train,ica,0.1388,Rangeland,-43.0645,-28.6239
tokyo_33.tif,train,tokyo,0.4784,Bareland,-4.4337,-18.1958
chiclayo_37.tif,train,chiclayo,0.8212,Road,-18.8393,29.3103
santiago_29.tif,train,santiago,0.4215,Water,-0.0907,12.7601
muenster_40.tif,train,muenster,0.2728,Water,-21.0601,-26.6423
chicago_26.tif,train,chicago,0.3211,Rangeland,37.1847,11.0254
monrovia_20.tif,train,monrovia,0.2219,Road,44.5776,-15.6857
slaskie_11.tif,train,slaskie,0.4714,Agriculture,-18.8051,-15.2363
svaneti_28.tif,train,svaneti,0.3921,Bareland,-27.3804,14.8397
kyoto_49.tif,train,kyoto,0.3691,Water,-4.0899,-35.0553
rio_25.tif,train,rio,0.3475,Road,62.8509,2.7418
tyrolw_45.tif,train,tyrolw,0.2994,Water,-19.6388,-25.4675
kitsap_7.tif,train,kitsap,0.2292,Water,3.8245,9.6011
sechura_33.tif,train,sechura,0.4640,Bareland,7.5445,35.7815
shanghai_17.tif,train,shanghai,0.3610,Rangeland,-6.7488,34.4154
accra_4.tif,train,accra,0.3358,Water,25.6821,17.4056
duesseldorf_37.tif,train,duesseldorf,0.2508,Road,37.7093,-6.8810
rio_1.tif,train,rio,0.3350,Road,6.3261,-12.1415
accra_13.tif,train,accra,0.3773,Rangeland,49.2629,6.5572
dortmund_54.tif,train,dortmund,0.2809,Water,10.8291,10.1348
ulaanbaatar_17.tif,train,ulaanbaatar,0.3607,Rangeland,33.2662,1.3341
khartoum_22.tif,train,khartoum,0.4727,Bareland,56.2628,6.5205
kyoto_54.tif,train,kyoto,0.3358,Agriculture,-5.1873,-40.0437
svaneti_9.tif,train,svaneti,0.3073,Water,-14.4011,-25.0273
zanzibar_9.tif,train,zanzibar,0.2510,Developed,-31.0848,3.9256
ica_18.tif,train,ica,0.2349,Rangeland,55.8658,-9.5069
ulaanbaatar_41.tif,train,ulaanbaatar,0.4279,Rangeland,32.7617,1.1177
mazowieckie_40.tif,train,mazowieckie,0.1614,Tree,-35.4528,-24.2562
ica_8.tif,train,ica,0.3886,Bareland,29.2466,8.0010
khartoum_57.tif,train,khartoum,0.5856,Bareland,28.2894,-20.9149
coxsbazar_8.tif,train,coxsbazar,0.3153,Bareland,-30.8657,11.9891
viru_30.tif,train,viru,0.2902,Bareland,-6.0621,-39.0470
swietokrzyskie_8.tif,train,swietokrzyskie,0.2198,Developed,-30.4987,-23.8079
ica_6.tif,train,ica,0.5408,Agriculture,-12.2270,-23.7316
tonga_21.tif,train,tonga,0.3863,Rangeland,18.4930,-7.1703
shanghai_48.tif,train,shanghai,0.4101,Road,-0.1891,-40.5293
baybay_52.tif,train,baybay,0.0866,Rangeland,-42.5090,-26.9090
soriano_13.tif,train,soriano,0.2767,Water,18.4890,9.6241
shanghai_61.tif,train,shanghai,0.3363,Water,33.7198,28.7705
dortmund_14.tif,train,dortmund,0.2713,Rangeland,40.3275,-17.8819
tyrolw_48.tif,train,tyrolw,0.2956,Water,2.3036,9.9578
malopolskie_37.tif,train,malopolskie,0.1335,Rangeland,-29.4273,9.6924
mahe_27.tif,train,mahe,0.1944,Road,-7.5307,42.7485
muenster_34.tif,train,muenster,0.2483,Water,10.3221,11.6881
melbourne_54.tif,train,melbourne,0.2512,Tree,34.2670,7.5723
koeln_68.tif,train,koeln,0.2646,Water,2.7529,11.5271
zanzibar_7.tif,train,zanzibar,0.2340,Building,-20.7029,12.0744
coxsbazar_58.tif,train,coxsbazar,0.1718,Developed,-38.9472,-4.0694
shanghai_22.tif,train,shanghai,0.4043,Road,58.2796,1.2975
vienna_1.tif,train,vienna,0.2348,Rangeland,52.6791,-0.3696
vienna_68.tif,train,vienna,0.2109,Water,19.8272,16.2687
ngaoundere_45.tif,train,ngaoundere,0.4322,Water,-22.9794,27.9739
dolnoslaskie_20.tif,train,dolnoslaskie,0.4424,Water,-10.0371,4.0266
pisco_16.tif,train,pisco,0.2954,Rangeland,-48.7361,-20.3724
daressalaam_90.tif,train,daressalaam,0.2156,Rangeland,43.7088,-10.3881
monrovia_32.tif,train,monrovia,0.3149,Agriculture,-7.3207,-23.1233
slaskie_3.tif,train,slaskie,0.2582,Water,-15.4669,-12.2908
coxsbazar_29.tif,train,coxsbazar,0.1395,Developed,-22.1425,17.9737
christchurch_69.tif,train,christchurch,0.2363,Water,18.2082,10.2691
kyoto_3.tif,train,kyoto,0.3846,Bareland,-2.3701,-18.3365
tonga_66.tif,train,tonga,0.3063,Tree,6.4095,28.9591
slaskie_29.tif,train,slaskie,0.3144,Water,-13.2174,6.6627
lima_13.tif,train,lima,0.7710,Bareland,-8.8112,18.4094
vienna_43.tif,train,vienna,0.2343,Water,28.0901,20.1257
rotterdam_30.tif,train,rotterdam,0.3566,Water,15.3817,39.6303
viru_1.tif,train,viru,0.2915,Water,-17.7713,-36.6571
vegas_22.tif,train,vegas,0.3875,Water,19.8423,31.1799
lohur_19.tif,train,lohur,0.4132,Tree,-15.0340,-16.5623
kujawsko-pomorskie_4.tif,train,kujawsko-pomorskie,0.2853,Water,14.7891,-4.0366
melbourne_10.tif,train,melbourne,0.2886,Rangeland,49.7430,6.0332
kyoto_34.tif,train,kyoto,0.2843,Water,-2.8178,-22.8531
dhaka_11.tif,train,dhaka,0.2299,Rangeland,43.7474,-6.0565
shanghai_27.tif,train,shanghai,0.2975,Water,64.9438,-1.6555
austin_35.tif,train,austin,0.3175,Bareland,8.8067,18.6763
pisco_44.tif,train,pisco,0.2133,Water,7.5097,41.8387
dhaka_52.tif,train,dhaka,0.2627,Rangeland,2.3173,47.5534
lima_23.tif,train,lima,0.8064,Bareland,-9.3604,17.8185
dhaka_4.tif,train,dhaka,0.2144,Rangeland,0.9210,47.5968
tyrolw_66.tif,train,tyrolw,0.1797,Rangeland,-0.7045,6.9116
ulaanbaatar_39.tif,train,ulaanbaatar,0.4255,Rangeland,33.2886,-0.7170
zanzibar_53.tif,train,zanzibar,0.4013,Road,-18.7343,-0.0598
ngaoundere_41.tif,train,ngaoundere,0.3576,Agriculture,-32.4057,25.7290
kujawsko-pomorskie_5.tif,train,kujawsko-pomorskie,0.3569,Water,15.3639,-2.1462
rosario_12.tif,train,rosario,0.1378,Water,-11.2094,-6.2419
tokyo_6.tif,train,tokyo,0.4289,Water,0.5841,-34.7780
bielefeld_47.tif,train,bielefeld,0.2930,Rangeland,-1.7279,40.5886
swietokrzyskie_2.tif,train,swietokrzyskie,0.2410,Developed,-37.7329,-14.6937
shanghai_54.tif,train,shanghai,0.4443,Rangeland,25.4817,-1.1651
kyoto_11.tif,train,kyoto,0.4532,Agriculture,4.5237,-29.3580
bielefeld_8.tif,train,bielefeld,0.2350,Water,-27.6805,-16.4938
khartoum_7.tif,train,khartoum,0.8408,Bareland,-12.4473,19.6928
tokyo_69.tif,train,tokyo,0.3935,Water,0.7596,-36.0488
daressalaam_96.tif,train,daressalaam,0.1884,Water,19.5051,15.5803
ngaoundere_27.tif,train,ngaoundere,0.3098,Water,-14.9557,-27.2273
chiclayo_39.tif,train,chiclayo,0.4625,Bareland,5.4323,36.0356
accra_9.tif,train,accra,0.2852,Rangeland,3.6042,45.8962
mahe_25.tif,train,mahe,0.2059,Bareland,-16.2645,37.9865
rio_50.tif,train,rio,0.3145,Rangeland,49.5441,9.1561
ica_43.tif,train,ica,0.2739,Rangeland,3.7681,44.4947
shanghai_10.tif,train,shanghai,0.4474,Tree,24.0924,-6.2866
rio_66.tif,train,rio,0.6641,Bareland,-14.9095,19.3287
vegas_25.tif,train,vegas,0.2222,Bareland,36.4498,13.1337
khartoum_35.tif,train,khartoum,0.3010,Rangeland,61.0507,1.4289
lambayeque_39.tif,train,lambayeque,0.2555,Rangeland,-40.1030,-26.5592
paris_8.tif,train,paris,0.5712,Bareland,26.4929,-3.9599
malopolskie_31.tif,train,malopolskie,0.0869,Developed,-31.6049,8.8645
ngaoundere_30.tif,train,ngaoundere,0.4369,Bareland,-9.1207,-14.8885
chiclayo_24.tif,train,chiclayo,0.2079,Water,-46.9582,-14.0959
accra_3.tif,train,accra,0.3494,Water,19.4871,20.3357
tonga_15.tif,train,tonga,0.2650,Tree,12.8785,-9.3253
dolnoslaskie_25.tif,train,dolnoslaskie,0.2617,Bareland,-36.9186,18.0722
baybay_29.tif,train,baybay,0.2426,Rangeland,-27.1631,-10.7064
ica_48.tif,train,ica,0.2329,Rangeland,56.4572,-9.5032
accra_35.tif,train,accra,0.4009,Bareland,-0.5001,26.0574
santiago_33.tif,train,santiago,0.3956,Water,23.2857,26.6791
lambayeque_25.tif,train,lambayeque,0.4156,Rangeland,-15.0164,-29.3888
pisco_23.tif,train,pisco,0.5463,Bareland,-21.7381,28.0171
christchurch_15.tif,train,christchurch,0.0660,Building,-15.4968,45.9165
vienna_27.tif,train,vienna,0.2053,Tree,36.7166,-7.7546
chisinau_36.tif,train,chisinau,0.2118,Rangeland,42.5509,-11.4975
svaneti_52.tif,train,svaneti,0.2242,Developed,-35.1736,-17.0646
podkarpackie_2.tif,train,podkarpackie,0.2025,Developed,-38.3514,-15.5131
christchurch_28.tif,train,christchurch,0.1810,Water,2.0779,7.1695
khartoum_38.tif,train,khartoum,0.2819,Rangeland,54.2870,5.6100
sechura_6.tif,train,sechura,0.3655,Rangeland,34.2133,-17.8962
mazowieckie_21.tif,train,mazowieckie,0.2434,Agriculture,-15.4545,-9.9664
vegas_45.tif,train,vegas,0.5647,Bareland,28.1414,-20.9271
melbourne_56.tif,train,melbourne,0.2674,Tree,27.3650,-11.3156
abancay_9.tif,train,abancay,0.2564,Water,27.6472,25.0772
christchurch_65.tif,train,christchurch,0.2236,Agriculture,-2.8261,33.6555
kyoto_58.tif,train,kyoto,0.3988,Water,-5.3122,-36.6566
malopolskie_17.tif,train,malopolskie,0.2172,Water,-40.7644,-1.6759
tyrolw_23.tif,train,tyrolw,0.1951,Bareland,8.9523,19.7799
aachen_16.tif,train,aachen,0.3424,Water,9.1305,12.4896
chisinau_51.tif,train,chisinau,0.2411,Water,-11.9132,-26.7719
duesseldorf_18.tif,train,duesseldorf,0.3469,Water,12.7571,15.4167
malopolskie_28.tif,train,malopolskie,0.1191,Rangeland,-23.3253,8.3780
melbourne_14.tif,train,melbourne,0.2579,Tree,43.8614,3.9630
paris_25.tif,train,paris,0.4590,Water,20.2048,0.7751
lodzkie_23.tif,train,lodzkie,0.0829,Developed,-43.8901,-24.0588
rosario_4.tif,train,rosario,0.3497,Rangeland,43.8532,1.5903
kagera_16.tif,train,kagera,0.3859,Agriculture,-20.4633,-4.2612
koeln_19.tif,train,koeln,0.3369,Water,-19.6479,-21.8965
mazowieckie_20.tif,train,mazowieckie,0.1255,Developed,-29.3477,-9.1163
coxsbazar_47.tif,train,coxsbazar,0.2343,Bareland,-34.4215,11.7139
koeln_29.tif,train,koeln,0.3278,Rangeland,41.1055,-19.2753
santiago_58.tif,train,santiago,0.3855,Water,24.2237,27.7039
chiclayo_33.tif,train,chiclayo,0.1892,Road,-45.0787,-0.6161
mahe_2.tif,train,mahe,0.3789,Bareland,-15.1687,38.4849
lubuskie_9.tif,train,lubuskie,0.2030,Developed,-22.6374,12.2900
muenster_11.tif,train,muenster,0.1502,Water,-38.4221,-20.1786
mazowieckie_37.tif,train,mazowieckie,0.3553,Tree,-36.2902,-24.3154
duesseldorf_8.tif,train,duesseldorf,0.2412,Water,-32.8682,-13.3789
svaneti_62.tif,train,svaneti,0.3295,Bareland,-9.8035,-11.0171
koeln_4.tif,train,koeln,0.0482,Water,-44.7215,-12.2207
khartoum_36.tif,train,khartoum,0.3956,Developed,60.3892,11.9289
koeln_3.tif,train,koeln,0.2438,Developed,-34.6054,-20.2782
daressalaam_7.tif,train,daressalaam,0.2792,Water,26.9957,21.9621
melbourne_32.tif,train,melbourne,0.3033,Water,26.6020,24.6439
sechura_22.tif,train,sechura,0.1549,Rangeland,56.9136,-8.8877
paris_49.tif,train,paris,0.4060,Rangeland,21.4698,-3.1787
chincha_33.tif,train,chincha,0.1670,Road,-42.0207,0.0797
tonga_25.tif,train,tonga,0.2939,Agriculture,12.9716,-10.5354
lambayeque_50.tif,train,lambayeque,0.1219,Rangeland,58.8664,-7.1898
niamey_6.tif,train,niamey,0.2573,Road,44.0302,-15.6389
piura_39.tif,train,piura,0.1933,Road,-52.1991,-0.9424
soriano_6.tif,train,soriano,0.2492,Water,18.1701,11.0669
coxsbazar_17.tif,train,coxsbazar,0.3282,Developed,-22.2873,-8.8047
santiago_5.tif,train,santiago,0.4099,Water,23.9779,29.5618
ulaanbaatar_14.tif,train,ulaanbaatar,0.4157,Rangeland,34.2620,0.6561
niamey_3.tif,train,niamey,0.2361,Water,21.9808,19.3404
dhaka_54.tif,train,dhaka,0.1843,Road,-6.9902,45.1445
tonga_28.tif,train,tonga,0.2784,Water,11.2569,-2.2290
abancay_4.tif,train,abancay,0.2767,Agriculture,0.4506,-27.8986
zanzibar_15.tif,train,zanzibar,0.2507,Developed,-27.1085,14.5539
melbourne_30.tif,train,melbourne,0.2075,Rangeland,45.5187,-2.0499
christchurch_20.tif,train,christchurch,0.5396,Tree,-33.4214,-0.7754
accra_52.tif,train,accra,0.3520,Rangeland,37.5862,-3.2525
coxsbazar_52.tif,train,coxsbazar,0.1961,Developed,-38.9143,-3.8888
accra_5.tif,train,accra,0.3225,Rangeland,48.5915,2.2594
accra_39.tif,train,accra,0.3154,Bareland,4.4492,21.2411
kagera_64.tif,train,kagera,0.3594,Developed,-29.0209,4.2944
abancay_5.tif,train,abancay,0.2901,Agriculture,-1.4703,-25.6543
daressalaam_22.tif,train,daressalaam,0.3397,Bareland,26.9443,5.8816
baybay_25.tif,train,baybay,0.1880,Rangeland,-8.4103,42.7353
lubuskie_19.tif,train,lubuskie,0.1939,Water,-0.2515,31.7541
western_1.tif,train,western,0.4020,Water,-14.0475,-0.0589
ngaoundere_34.tif,train,ngaoundere,0.3900,Agriculture,-12.4827,-15.8201
svaneti_27.tif,train,svaneti,0.2931,Agriculture,-26.7065,5.8427
monrovia_10.tif,train,monrovia,0.4913,Agriculture,-12.3692,-23.8018
accra_51.tif,train,accra,0.1498,Building,-55.5965,-7.1867
vienna_16.tif,train,vienna,0.2668,Water,30.4729,12.2824
piura_10.tif,train,piura,0.1915,Rangeland,-7.6958,-45.4265
duesseldorf_41.tif,train,duesseldorf,0.2881,Agriculture,0.6124,-28.1456
santiago_36.tif,train,santiago,0.3154,Rangeland,42.8547,2.7392
pomorskie_37.tif,train,pomorskie,0.2603,Water,-35.2439,-5.9969
monrovia_71.tif,train,monrovia,0.2392,Water,-6.9897,-25.7049
ica_31.tif,train,ica,0.4511,Bareland,-15.1904,-34.9832
ulaanbaatar_23.tif,train,ulaanbaatar,0.3936,Rangeland,33.3010,0.9838
bielefeld_62.tif,train,bielefeld,0.2550,Rangeland,-28.4614,-11.6221
dhaka_40.tif,train,dhaka,0.3257,Developed,2.8554,48.1719
zanzibar_145.tif,train,zanzibar,0.2072,Road,7.0688,-11.0325
khartoum_34.tif,train,khartoum,0.3680,Rangeland,61.0992,1.2190
lambayeque_19.tif,train,lambayeque,0.2706,Bareland,12.4261,20.5939
wielkopolskie_34.tif,train,wielkopolskie,0.1958,Tree,-26.2043,-24.9899
coxsbazar_48.tif,train,coxsbazar,0.1728,Developed,-33.8422,10.0720
zanzibar_60.tif,train,zanzibar,0.1575,Developed,-25.6162,8.2617
monrovia_73.tif,train,monrovia,0.3310,Road,-15.5912,-3.1301
slaskie_20.tif,train,slaskie,0.8335,Bareland,-5.1956,27.5834
santiago_11.tif,train,santiago,0.3954,Water,24.2189,28.2239
koeln_49.tif,train,koeln,0.0467,Bareland,-41.3946,-32.0745
kagera_55.tif,train,kagera,0.5220,Developed,-29.5803,-4.5682
swietokrzyskie_24.tif,train,swietokrzyskie,0.1518,Developed,-31.0035,-24.1173
lodzkie_19.tif,train,lodzkie,0.1408,Developed,-42.8379,-3.9690
muenster_25.tif,train,muenster,0.1544,Water,-32.8303,-12.9372
dolnoslaskie_3.tif,train,dolnoslaskie,0.4167,Developed,-22.5218,41.9005
sechura_50.tif,train,sechura,0.2624,Water,-13.7444,-27.2806
dortmund_51.tif,train,dortmund,0.1750,Water,-23.1270,-25.8346
mahe_65.tif,train,mahe,0.2758,Rangeland,-0.8009,8.0157
svaneti_40.tif,train,svaneti,0.4260,Agriculture,-17.5064,-14.2637
abancay_48.tif,train,abancay,0.2372,Rangeland,45.4145,-3.8642
kagera_32.tif,train,kagera,0.3877,Bareland,-17.8772,-8.6395
pisco_18.tif,train,pisco,0.6836,Water,-18.2977,22.7176
svaneti_24.tif,train,svaneti,0.4414,Bareland,-9.6737,-11.1678
mazowieckie_4.tif,train,mazowieckie,0.4139,Tree,-50.1939,-24.0994
podkarpackie_10.tif,train,podkarpackie,0.2184,Water,-37.2994,-16.2181
viru_20.tif,train,viru,0.2636,Water,-7.2055,-37.9212
paris_12.tif,train,paris,0.4744,Tree,23.1614,-2.5114
kitsap_35.tif,train,kitsap,0.2383,Water,16.5240,12.3686
kyoto_15.tif,train,kyoto,0.4149,Water,-5.7786,-5.7018
tokyo_68.tif,train,tokyo,0.4026,Water,-0.4910,-35.0540
viru_34.tif,train,viru,0.3330,Rangeland,-39.4099,-26.5154
ulaanbaatar_47.tif,train,ulaanbaatar,0.3287,Bareland,1.1598,-19.4092
rotterdam_2.tif,train,rotterdam,0.2916,Developed,-9.0839,44.2797
lohur_39.tif,train,lohur,0.0727,Developed,-41.4293,-17.2767
dowa_18.tif,train,dowa,0.1951,Rangeland,-11.2760,-42.0618
wielkopolskie_29.tif,train,wielkopolskie,0.2113,Tree,12.6393,-7.1322
rio_18.tif,train,rio,0.4335,Bareland,-10.7029,-11.9704
daressalaam_86.tif,train,daressalaam,0.3231,Water,-12.1435,-25.4383
vegas_14.tif,train,vegas,0.3217,Water,19.0842,31.3680
abancay_12.tif,train,abancay,0.2886,Water,0.6233,27.5877
pisco_25.tif,train,pisco,0.1690,Bareland,-24.5531,23.9191
vienna_15.tif,train,vienna,0.2574,Rangeland,53.4917,2.2781
wielkopolskie_12.tif,train,wielkopolskie,0.1019,Developed,-30.2554,-15.3670
monrovia_49.tif,train,monrovia,0.2144,Water,12.5466,3.4499
maputo_3.tif,train,maputo,0.2438,Rangeland,46.5226,-9.5419
tyrolw_44.tif,train,tyrolw,0.1588,Rangeland,-40.0640,-15.3224
warminsko-mazurskie_12.tif,train,warminsko-mazurskie,0.5934,Water,-38.4112,-7.5320
chisinau_68.tif,train,chisinau,0.3117,Water,3.9803,11.3140
zanzibar_31.tif,train,zanzibar,0.3356,Developed,-26.0734,6.7450
vienna_4.tif,train,vienna,0.3469,Building,37.9043,6.3041
abancay_46.tif,train,abancay,0.2371,Tree,35.3506,-10.9809
zanzibar_33.tif,train,zanzibar,0.2665,Agriculture,-20.1777,-1.3754
daressalaam_95.tif,train,daressalaam,0.2268,Water,20.7349,17.4404
tokyo_13.tif,train,tokyo,0.3750,Water,-1.7792,-35.3535
austin_30.tif,train,austin,0.2335,Rangeland,-2.7286,40.9782
abancay_28.tif,train,abancay,0.2554,Rangeland,46.5622,-3.9609
tokyo_60.tif,train,tokyo,0.3443,Road,-36.8306,-28.8230
svaneti_44.tif,train,svaneti,0.1975,Developed,-15.2116,-7.3924
tokyo_41.tif,train,tokyo,0.4147,Agriculture,-1.2508,-38.1426
chincha_8.tif,train,chincha,0.3534,Water,-12.4760,-38.8712
ngaoundere_31.tif,train,ngaoundere,0.4078,Rangeland,-17.5552,-32.6070
chicago_11.tif,train,chicago,0.2783,Rangeland,43.7773,-1.2902
chisinau_61.tif,train,chisinau,0.2365,Rangeland,48.1167,-10.8356
