filename,split,region,noise_ratio,dominant_error,tsne_x,tsne_y
piura_45.tif,train,piura,0.3459,Bareland,-4.0236,48.1848
zanzibar_19.tif,train,zanzibar,0.2925,Developed,-30.4128,4.3500
monrovia_57.tif,train,monrovia,0.3328,Bareland,-16.0402,-2.1616
lubuskie_7.tif,train,lubuskie,0.1889,Building,-23.2962,42.0167
accra_65.tif,train,accra,0.2425,Developed,11.5320,-6.0773
kitsap_15.tif,train,kitsap,0.2301,Developed,11.9444,-4.5673
pomorskie_24.tif,train,pomorskie,0.0866,Developed,-16.0693,47.4305
monrovia_34.tif,train,monrovia,0.3476,Agriculture,-9.8857,-21.7280
pomorskie_18.tif,train,pomorskie,0.2983,Agriculture,-40.8163,11.4267
abancay_37.tif,train,abancay,0.3140,Water,-19.0024,-23.2356
chicago_27.tif,train,chicago,0.2973,Bareland,34.3644,10.2904
zanzibar_44.tif,train,zanzibar,0.3244,Rangeland,-23.3386,7.3286
duesseldorf_7.tif,train,duesseldorf,0.1454,Water,-41.2436,-20.6796
daressalaam_73.tif,train,daressalaam,0.2745,Agriculture,-12.0994,-19.1701
koeln_59.tif,train,koeln,0.2378,Agriculture,-9.0511,41.4322
western_15.tif,train,western,0.5515,Building,-13.7701,26.3991
rio_10.tif,train,rio,0.2505,Tree,58.8317,0.1822
slaskie_14.tif,train,slaskie,0.1619,Water,8.1008,0.7905
daressalaam_23.tif,train,daressalaam,0.3570,Water,22.3480,24.1526
bielefeld_53.tif,train,bielefeld,0.2695,Road,29.9867,-6.5249
podkarpackie_14.tif,train,podkarpackie,0.2043,Water,-39.9752,-9.0113
slaskie_12.tif,train,slaskie,0.2791,Bareland,-30.6214,0.8839
wielkopolskie_33.tif,train,wielkopolskie,0.2940,Tree,-14.9813,-18.9797
piura_36.tif,train,piura,0.2837,Water,-52.1955,-19.6684
rotterdam_25.tif,train,rotterdam,0.3799,Water,15.8370,38.1928
aachen_10.tif,train,aachen,0.1348,Water,-43.6749,-20.4160
baybay_26.tif,train,baybay,0.1390,Bareland,-15.9225,37.9981
kagera_24.tif,train,kagera,0.3581,Bareland,-14.1501,-0.1609
melbourne_20.tif,train,melbourne,0.3535,Water,27.6995,27.7025
tokyo_52.tif,train,tokyo,0.3789,Bareland,-37.9434,-31.4038
kagera_7.tif,train,kagera,0.4419,Bareland,-13.3740,-1.7032
shanghai_60.tif,train,shanghai,0.4654,Tree,29.0638,-2.3323
chicago_25.tif,train,chicago,0.2842,Water,26.0776,22.4409
